NAME,REFERENCE,MLST ST (EnteroBase),MLST PROFILE (EnteroBase),GENOTYPHI GENOTYPE,GENOTYPHI SNPs CALLED,Inc Types
10071_8_58_Sam0058_2012,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.4,75,IncFIB(pHCM2)
10071_8_62_Ken0515_2007,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
10071_8_56_Sam0056_2012,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.4,75,
10071_8_60_Sam0060_2012,Ty2,1,1_1_1_1_1_1_5,4.1,75,
10071_8_59_Sam0059_2012,Ty2,1,1_1_1_1_1_1_5,4.1,75,
10071_8_63_Ken0552_2008,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10071_8_68_Ken0512_2007,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10071_8_67_Ken0533_2008,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10071_8_65_Ken0507_2007,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,IncHI1A/IncHI1B(R27)
10071_8_64_Ken0527_2007,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
10071_8_66_Ken0519_2007,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,IncHI1A/IncHI1B(R27)
10071_8_69_Ken0530_2007,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,IncHI1A/IncHI1B(R27)
10071_8_70_Ken0553_2008,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
10071_8_76_Ken0522_2007,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10071_8_74_Ken0539_2008,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10071_8_71_Ken0550_2009,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10071_8_72_Ken0511_2007,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10071_8_78_Ken0548_2008,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
10071_8_79_Ken0509_2007,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
10071_8_77_Ken0517_2007,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,
10071_8_81_Ken0506_2007,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,IncHI1A/IncHI1B(R27)
10071_8_83_Ken0508_2007,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10071_8_80_Ken0500_2007,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,IncHI1A/IncHI1B(R27)
10071_8_88_Ken0524_2007,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10071_8_82_Ken0554_2008,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10071_8_84_Ken0626_2009,ERL041834,2,1_1_2_1_1_1_5,3.3.1,75,
10071_8_89_Ken0523_2007,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,IncHI1A/IncHI1B(R27)
10071_8_90_Ken0544_2009,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10071_8_91_Ken0545_2008,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10071_8_94_Ken0534_2008,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10209_5_1_Cam001525_2007,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10071_8_92_Ken0538_2008,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,IncHI1A/IncHI1B(R27)
10209_5_2_Cam001619_2007,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A; IncHI1B(R27)
10071_8_95_Ken0514_2007,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
10071_8_93_Ken0535_2009,ERL041834,2,1_1_2_1_1_1_5,3.3.1,75,
10209_5_3_Cam102645_2007,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,p0111
10209_5_5_Cam006110_2007,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10209_5_7_Cam005516_2007,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10209_5_11_Cam006685_2008,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,p0111
10209_5_10_Cam007506_2007,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10209_5_4_Cam003270_2007,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10209_5_9_Cam007073_2007,CT18,2,1_1_2_1_1_1_5,3.2.1,75,
10209_5_12_Cam011815_2007,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10209_5_15_Cam023117_2007,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10209_5_17_Cam023116_2007,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10209_5_18_Cam024758_2007,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
10209_5_13_Cam100239_2007,CT18,2,1_1_2_1_1_1_5,3.2.1,75,
10209_5_14_Cam015823_2007,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10209_5_22_LaoLNT1108_2001,LNT1148,1,1_1_1_1_1_1_5,3.4,75,
10209_5_16_Cam024445_2007,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10209_5_19_Cam007363_2007,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10209_5_21_LaoLNT08_2001,LNT1148,1,1_1_1_1_1_1_5,3.4,75,
10209_5_26_LaoLNT358_2000,LNT1148,1,1_1_1_1_1_1_5,3.4,75,
10209_5_25_LaoLNT26_2001,LNT1148,1,1_1_1_1_1_1_5,3.4,75,
10209_5_24_LaoLNT22_2001,LNT1148,1,1_1_1_1_1_1_5,3.4,75,
10209_5_29_LaoUI1203_2001,CT18,2,1_1_2_1_1_1_5,3.2.1,75,IncFIA(HI1); IncHI1A/IncHI1B(R27)
10209_5_28_LaoUI1151_2001,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
10209_5_27_LaoUI1059_2001,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10209_5_30_LaoUI1236_2001,CT18,2,1_1_2_1_1_1_5,3.2.1,75,IncFIA(HI1); IncHI1A/IncHI1B(R27)
10209_5_32_LaoUI1954-2_3_2002,CT18,2,1_1_2_1_1_1_5,3.2.1,75,
10209_5_31_LaoUI1954-12_3_2002,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
10209_5_36_LaoUI2001_2002,UI4692,2,1_1_2_1_1_1_5,"2.2.2,2.2.3",75,
10209_5_34_LaoUI1998_2002,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
10209_5_35_LaoUI2000_2002,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
10209_5_33_LaoUI1965_2002,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
10209_5_39_LaoUI2120_2002,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
10209_5_37_LaoUI2006_2002,CT18,2,1_1_2_1_1_1_5,3.2.1,75,
10209_5_38_LaoUI2063_2002,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
10209_5_42_LaoUI2152_2002,Ty2,1,1_1_1_1_1_1_5,4.1,75,
10209_5_41_LaoUI2144_2002,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
10209_5_45_LaoUI2351_2002,CT18,2,1_1_2_1_1_1_5,3.2.1,75,
10209_5_44_LaoUI2220_2002,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
10209_5_46_LaoUI247_2000,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10209_5_43_LaoUI2155_2002,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
10209_5_48_LaoUI2658_2002,LNT1148,1,1_1_1_1_1_1_5,3.4,75,
10209_5_47_LaoUI2591_2002,LNT1148,1,1_1_1_1_1_1_5,3.4,75,
10209_5_50_LaoUI2824_2002,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10209_5_49_LaoUI2679_2002,CT18,2,1_1_2_1_1_1_5,3.2.1,75,
10209_5_51_LaoUI286_2000,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10209_5_54_LaoUI3151_2002,ST1921-06,2,1_1_2_1_1_1_5,2.3.4,75,
10209_5_52_LaoUI3146_2002,ST1921-06,2,1_1_2_1_1_1_5,2.3.4,75,
10209_5_59_LaoUI3313_2003,LNT1148,1,1_1_1_1_1_1_5,3.4,75,
10209_5_58_LaoUI3275_2003,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10209_5_57_LaoUI3260_2003,CT18,2,1_1_2_1_1_1_5,3.2.1,75,
10209_5_53_LaoUI315_2000,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10209_5_60_LaoUI3396_2003,UI4692,2,1_1_2_1_1_1_5,"2.2.2,2.2.3",75,
10349_1_3_Meast022464_2002,ERL024120,2138,1_465_2_1_1_1_5,2.1.2,75,
10209_5_62_LaoUI54_2000,Ty2,1,1_1_1_1_1_1_5,4.1,75,
10349_1_2_Meast022463_2002,ERL024120,2,1_1_2_1_1_1_5,2.1.4,75,
10209_5_61_LaoUI473_2000,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10349_1_1_Sam021174_2002,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.4,75,IncFIB(pHCM2)
10349_1_6_Ind02425_2002,E98-0664_66,2,1_1_2_1_1_1_5,2.5,75,
10349_1_5_Ind024182_2002,E98-0664_66,2,1_1_2_1_1_1_5,2.5,75,
10349_1_12_Indo034151_2003,UI4692,2,1_1_2_1_1_1_5,2.2.1,75,
10349_1_7_Sam024919_2002,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.4,75,
10349_1_10_Ind032330_2003,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,IncFIB(pHCM2)
10349_1_8_Indo02732_2002,404Ty,2,1_1_2_1_1_1_5,3.1.2,75,
10349_1_9_Ton032200_2003,ERL072973,1,1_1_1_1_1_1_5,4.2,75,
10349_1_14_Ind04140_2004,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,IncFIB(pHCM2)
10349_1_19_Sam043008_2004,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.4,75,
10349_1_17_Sam041932_2004,Ty2,1,1_1_1_1_1_1_5,4.1,75,
10349_1_15_Ind041419_2004,Ty2,1,1_1_1_1_1_1_5,4.1,75,
10349_1_21_Ind052042_2005,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncN
10349_1_23_Ind062282_2006,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,IncFIB(pHCM2)
10349_1_22_SEAsia061748_2006,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
10349_1_18_Sam042857_2004,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.3,75,IncFIB(pHCM2)
10349_1_27_Ind0661_2006,E98-0664_66,2,1_1_2_1_1_1_5,2.5,75,
10349_1_26_Sam064553_2006,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.4,75,IncFIB(pHCM2)
10349_1_24_Ind063423_2006,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncFIB(pHCM2)
10349_1_25_Ind063424_2006,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,
10349_1_29_Sam07264_2007,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.3,75,IncFIB(pHCM2)
10349_1_28_Sam07263_2007,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.4,74,
10349_1_34_Ind082356_2008,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,
10349_1_30_Sam072830_2007,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.4,75,
10349_1_33_Fij082325_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.1,75,
10349_1_35_Sam082408_2008,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.4,75,
10349_1_32_Sam07434_2007,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.4,75,
10349_1_36_Sam082444_2008,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.4,75,
10349_1_38_Ind084047_2008,UI4692,2,1_1_2_1_1_1_5,2.2.2,75,
10349_1_37_Fij082759_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
10349_1_43_Indo091092_2009,404Ty,2,1_1_2_1_1_1_5,3.1.2,75,
10349_1_39_Chin084170_2008,404Ty,2,1_1_2_1_1_1_5,3.1.2,75,
10349_1_41_Ind08758_2008,ERL024120,2,1_1_2_1_1_1_5,2.1.7,75,
10349_1_40_Ind08619_2008,007898,1,1_1_1_1_1_1_5,4.3.1.2,74,
10349_1_44_Sam091300_2009,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.4,75,
10349_1_47_Ind09383_2009,404Ty,2,1_1_2_1_1_1_5,3.1,75,
10349_1_45_SEAsia091788_2009,CT18,2,1_1_2_1_1_1_5,3.2.2,75,IncX1
10349_1_48_Sam094053_2009,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.4,75,
10349_1_49_Sam0982_2009,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.4,75,
10349_1_46_Ind091797_2009,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,
10349_1_50_Sam0983_2009,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.4,74,
10349_1_51_Sam09892_2009,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.4,75,
10349_1_55_Ind102275_2010,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,IncFIB(pHCM2)
10349_1_56_Sam102461_2010,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.4,75,IncFIB(pHCM2)
10349_1_53_Ind101621_2010,ERL041834,2,1_1_2_1_1_1_5,2.0.1,75,
10349_1_54_Ind102156_2010,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
10349_1_52_Ind101104_2010,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,
10349_1_59_Ind103534_2010,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,
10349_1_57_Sam10320_2010,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.3,75,IncFIB(pHCM2)
10349_1_58_Tha10338_2010,007898,1,1_1_1_1_1_1_5,4.3.1,75,
10349_1_63_Sam10504_2010,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.4,75,
10349_1_62_Sam10492_2010,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.4,75,
10349_1_61_Ind1048_2010,007898,1,1_1_1_1_1_1_5,4.3.1.2,74,
10349_1_64_Sam111572_2011,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.4,75,
10349_1_65_Sam111998_2011,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.4,75,
10349_1_66_Pak11299_2011,ERL041834,2,1_1_2_1_1_1_5,2.0.1,75,
10349_1_67_Ind113095_2011,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,
10349_1_68_Sam113434_2011,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.4,75,
10349_1_70_Samer114070_2011,UI4692,2,1_1_2_1_1_1_5,2.2,75,IncFIB(pHCM2)
10349_1_75_Ind12375_2012,007898,1,1_1_1_1_1_1_5,4.3.1.2,74,
10349_1_74_Ind12148_2012,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncFIB(pHCM2)
10349_1_72_Ind11877_2011,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,
10349_1_77_Ind12680_2012,UI4692,2,1_1_2_1_1_1_5,2.2.4,75,
10349_1_76_Ind12590_2012,Ty2,1,1_1_1_1_1_1_5,4.1,75,
10349_1_78_Ind12959_2012,404Ty,2,1_1_2_1_1_1_5,3.1.2,75,
10349_1_82_IndH12ESR04734_2012,ERL041834,2,1_1_2_1_1_1_5,3.3,75,
10349_1_79_Ind12960_2012,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncFIB(pHCM2)
10349_1_81_IndH12ESR02737_2012,D50739,2,1_1_2_1_1_1_5,2.4,75,
10349_1_91_IndE02-2759_2002,007898,1,1_1_1_1_1_1_5,4.3.1.2,74,IncFIB(pHCM2)
10425_1_1_Viedtc8_1994,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10396_8_20_LaoUI3257_2003,CT18,2,1_1_2_1_1_1_5,3.2.1,75,
10425_1_3_Nepnp74_2011,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,
10425_1_4_Viedtc86_1994,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
10425_1_5_Nepnp45_2011,ERL041834,2233,1_478_2_1_1_1_5,3.3.2,75,
10425_1_6_Nepnp80_2011,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,
10425_1_2_Nepnp69_2011,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,
10425_1_7_Viedtc105_1994,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10425_1_8_Viedtc153_1995,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10425_1_9_Nepnp27_2011,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,
10425_1_13_RusBRD948_1996,Ty2,fcd6468e2ac1f0f64d86b2241ab5ee992647a6ed,?_1_1_1_1_1_5,4.1,75,
10425_1_11_Viedtc174_1995,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,p0111
10425_1_17_Viedtc79_1994,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10425_1_16_Viedn14_1995,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10425_1_18_Viedn63_1995,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27); p0111
10425_1_15_Viedn191_1996,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,p0111
10425_1_20_Viedn136_1996,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,p0111
10425_1_19_Viedn121_1996,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,p0111
10425_1_21_Viedtc116_1995,LNT1148,1,1_1_1_1_1_1_5,3.4,75,
10425_1_26_Viedn162_1996,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,p0111
10425_1_27_Viedn18_1995,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10425_1_24_Viedn93_1995,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10425_1_30_Viedn19_1995,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10425_1_23_Viedn86_1995,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10425_1_31_Viedn160_1996,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,p0111
10425_1_34_Viedtc93_1994,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
10425_1_29_Viedtc103_1994,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10425_1_37_Viedn61_1995,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10425_1_32_Viedtc111_1994,Ty2,1,1_1_1_1_1_1_5,4.1,75,IncN; p0111
10425_1_40_Viect1-7_1993,CT18,2,1_1_2_1_1_1_5,3.2.1,75,
10425_1_33_Viedn189_1996,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,p0111
10425_1_46_Vieipt57_1997,ST1921-06,2,1_1_2_1_1_1_5,2.3.4,75,
10425_1_48_Viety3-193_1997,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncFIB(pHCM2); IncHI1A/IncHI1B(R27)
10425_1_43_Viedty1-73_1997,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27); p0111
10425_1_45_Viect1-17_1993,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10425_1_42_Viect1-40_1994,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10425_1_51_Viect1-3_1993,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10425_1_54_Viety3-214_1997,Ty2,1,1_1_1_1_1_1_5,4.1,75,
10425_1_55_Viect1-102_1994,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10425_1_58_Vieipt41_1997,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
10425_1_67_Viety2-91_1994,CT18,2,1_1_2_1_1_1_5,3.2.1,75,
10425_1_57_Viect1-34_1994,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10425_1_60_Viety1-35_1993,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5,75,
10425_1_62_Viety2-120_1994,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10425_1_68_Viety2-107_1994,ST1921-06,2,1_1_2_1_1_1_5,2.3.2,75,
10425_1_73_Viety2-108_1994,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1B(R27)
10425_1_72_Viety2-93_1994,Ty2,1,1_1_1_1_1_1_5,4.1,75,
10425_1_75_Viety1-16_1993,404Ty,2,1_1_2_1_1_1_5,3.1,75,
10425_1_70_Viety2-32_1993,CT18,2,1_1_2_1_1_1_5,3.2.1,75,IncFIB(pHCM2)
10425_1_76_Viety2-80_1994,LNT1148,1,1_1_1_1_1_1_5,3.4,75,IncFIB(pHCM2)
10425_1_81_Viety2-98_1994,CT18,2,1_1_2_1_1_1_5,3.2.1,75,
10425_1_85_Viety2-99_1994,CT18,2,1_1_2_1_1_1_5,3.2.1,75,
10425_1_82_Viety2-111_1994,ERL024120,2,1_1_2_1_1_1_5,2.1.7,75,
10425_1_93_Viety2-86_1994,CT18,2,1_1_2_1_1_1_5,3.2.1,75,
10425_1_94_Viety1-34_1993,ST1921-06,2,1_1_2_1_1_1_5,2.3.3,75,
10425_1_96_Viety2-75_1994,CT18,2,1_1_2_1_1_1_5,3.2.1,75,
10425_1_95_Viety1-60_1993,CT18,2,1_1_2_1_1_1_5,3.2.1,75,IncFIA(HI1); IncHI1A/IncHI1B(R27)
10426_1_1_Viedtc95_1994,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10426_1_2_Viedtc110_1994,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10426_1_3_Con3525_3_2011,E98-0664_66,2,1_1_2_1_1_1_5,2.5.1,75,IncHI1A/IncHI1B(R27)
10426_1_5_Con3069_3_2010,E98-0664_66,2,1_1_2_1_1_1_5,2.5.1,75,
10426_1_4_Con3080_3_2010,E98-0664_66,2,1_1_2_1_1_1_5,2.5.1,75,IncHI1A/IncHI1B(R27)
10426_1_9_Viedtc139_1995,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,p0111
10426_1_6_Nepnp61_2011,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,
10426_1_10_Viedtc102_1994,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
10426_1_11_Viedn163_1996,007898,1,1_1_1_1_1_1_5,4.3.1.1,74,IncHI1A/IncHI1B(R27)
10426_1_13_Viedtc3_1994,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncFIB(pHCM2)
10426_1_15_Viedn110_1996,LNT1148,1,1_1_1_1_1_1_5,3.4,75,
10426_1_17_Viedtc92_1994,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10426_1_14_Viedn15_1995,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10426_1_16_Viedtc150_1995,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27); p0111
10426_1_12_Viedn45_1995,007898,1,1_1_1_1_1_1_5,4.3.1.1,74,IncHI1A/IncHI1B(R27)
10426_1_19_Viedn10_1995,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10426_1_21_Viedn109_1996,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,p0111
10426_1_23_Viedtc138_1995,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1B(R27); p0111
10426_1_26_Viedn108_1996,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10426_1_24_Viedtc69_1994,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
10426_1_27_Viedn57_1995,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10426_1_25_Viedn12_1995,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10426_1_29_Viedn20_1995,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10426_1_28_Viedtc71_1994,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10426_1_31_Viedn28_1995,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
10426_1_30_Viedtc21_1994,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10426_1_34_Vieipt43_1997,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,p0111
10426_1_35_Viety2-160_1994,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10426_1_36_Vieipt47_1997,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
10426_1_37_Viety2-166_1994,UI4692,2,1_1_2_1_1_1_5,2.2,75,
10426_1_42_Viety3-253_1998,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10426_1_41_Viety2-170_1995,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10426_1_40_Viedty1-75_1997,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27); p0111
10426_1_43_Vieas16_1998,ST1921-06,2,1_1_2_1_1_1_5,2.3.2,75,
10426_1_47_Vieipt79_1997,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27); p0111
10426_1_49_Viect1-23_1993,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
10426_1_48_Viedty1-86_1997,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
10426_1_38_Viect1-45_1994,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
10426_1_50_Vieipt76_1997,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27); p0111
10426_1_52_Viety3-212_1997,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
