NAME,CORE MATCHES,% CORE FAMILIES,% NON-CORE,GENOME LENGTH,N50,NO. CONTIGS,NON-ATCG,% GC CONTENT
10071_8_70_Ken0553_2008,3284,100,23.9,4722446,206277,42,1,52
10071_8_71_Ken0550_2009,3284,100,27.2,4933693,217881,51,16,51.8
10071_8_72_Ken0511_2007,3284,100,27.1,4931554,206309,56,0,51.8
10071_8_74_Ken0539_2008,3284,100,27.1,4932049,217821,47,3,51.8
10071_8_76_Ken0522_2007,3284,100,27.1,4932592,185764,54,2,51.8
10071_8_77_Ken0517_2007,3282,99.9,24,4723540,185440,45,7,52
10071_8_78_Ken0548_2008,3284,100,23.9,4721695,217881,39,1,52
10071_8_79_Ken0509_2007,3283,100,24,4725696,217881,42,30,52
10071_8_8_Sam0008_2012,3284,100,23.8,4719321,172013,46,0,52
10071_8_80_Ken0500_2007,3283,100,27.2,4933903,206297,57,17,51.8
10071_8_81_Ken0506_2007,3281,99.9,27.2,4932642,185886,57,2,51.8
10071_8_82_Ken0554_2008,3284,100,27.1,4933444,206315,51,39,51.8
10071_8_83_Ken0508_2007,3284,100,27.2,4933929,186471,50,7,51.8
10071_8_84_Ken0626_2009,3288,100,25,4793810,206309,53,20,52.1
10071_8_88_Ken0524_2007,3284,100,27.1,4931654,172028,61,11,51.8
10071_8_89_Ken0523_2007,3283,100,27.2,4933254,204284,55,12,51.8
10071_8_9_Sam0009_2012,3284,100,23.8,4718924,206298,40,9,52
10071_8_90_Ken0544_2009,3283,100,27.2,4931465,186012,58,1,51.8
10071_8_91_Ken0545_2008,3284,100,27.1,4933059,217880,52,23,51.8
10071_8_92_Ken0538_2008,3282,99.9,27.2,4932389,206309,61,17,51.8
10071_8_93_Ken0535_2009,3287,100,24.8,4779552,220765,47,2,52.1
10071_8_94_Ken0534_2008,3285,100,27.1,4933909,204288,53,5,51.8
10071_8_95_Ken0514_2007,3284,100,23.9,4723168,217875,39,24,52
10209_5_1_Cam001525_2007,3284,100,27.1,4933313,204311,58,2,51.8
10209_5_10_Cam007506_2007,3284,100,27.1,4933606,204314,58,32,51.8
10209_5_11_Cam006685_2008,3283,100,25.5,4820614,204462,41,4,51.9
10209_5_12_Cam011815_2007,3284,100,27.2,4934325,217981,51,2,51.8
10209_5_13_Cam100239_2007,3284,100,24.4,4752594,172036,50,3,52.1
10209_5_14_Cam015823_2007,3284,100,27.3,4942641,161326,81,3,51.8
10209_5_15_Cam023117_2007,3284,100,27.4,4949070,206321,71,2,51.8
10209_5_16_Cam024445_2007,3284,100,27.1,4933350,161326,62,1,51.8
10209_5_17_Cam023116_2007,3284,100,27.4,4947735,204310,58,11,51.8
10209_5_18_Cam024758_2007,3283,100,23.9,4724091,204303,42,0,52
10209_5_19_Cam007363_2007,3284,100,27.2,4935125,204307,64,2,51.8
10209_5_2_Cam001619_2007,3283,100,27.1,4933034,143275,91,0,51.8
10209_5_21_LaoLNT08_2001,3284,100,24.2,4743588,204316,45,1,52.1
10209_5_22_LaoLNT1108_2001,3284,100,24.2,4744156,204316,46,2,52.1
10209_5_24_LaoLNT22_2001,3284,100,24.2,4742553,204318,42,2,52.1
10209_5_25_LaoLNT26_2001,3284,100,24.2,4743833,206316,41,2,52.1
10209_5_26_LaoLNT358_2000,3283,100,24.6,4768057,206322,39,113,52.1
10209_5_27_LaoUI1059_2001,3280,99.9,27.5,4948344,204310,59,7,51.8
10209_5_28_LaoUI1151_2001,3280,99.9,26.3,4869926,204308,206,11,51.9
10209_5_29_LaoUI1203_2001,3272,99.6,27,4907046,171994,56,0,51.9
10209_5_3_Cam102645_2007,3284,100,25.7,4836561,155112,56,0,51.9
10209_5_30_LaoUI1236_2001,3272,99.6,27,4906148,185674,57,1,51.9
10209_5_31_LaoUI1954-12_3_2002,3282,99.9,24,4725032,185425,48,1,52
10209_5_32_LaoUI1954-2_3_2002,3272,99.6,23.8,4700979,204304,44,2,52.1
10209_5_33_LaoUI1965_2002,3282,99.9,24,4725191,206321,42,2,52
10209_5_34_LaoUI1998_2002,3282,99.9,24,4725124,204310,45,1,52
10209_5_35_LaoUI2000_2002,3282,99.9,23.9,4722502,157566,53,0,52
10209_5_36_LaoUI2001_2002,3283,100,23.7,4709030,204320,44,1,52.1
10209_5_37_LaoUI2006_2002,3272,99.6,23.8,4700204,171979,46,1,52.1
10209_5_38_LaoUI2063_2002,3282,99.9,24,4724723,206315,45,0,52
10209_5_39_LaoUI2120_2002,3282,99.9,23.9,4722791,161326,54,10,52
10209_5_4_Cam003270_2007,3282,99.9,27.2,4934201,185425,58,2,51.8
10209_5_41_LaoUI2144_2002,3282,99.9,23.9,4724204,186253,46,1,52
10209_5_42_LaoUI2152_2002,3282,99.9,24.2,4734387,204315,45,2,52
10209_5_43_LaoUI2155_2002,3282,99.9,24,4725605,176192,49,1,52
10209_5_44_LaoUI2220_2002,3282,99.9,24,4724390,204308,42,3,52
10209_5_45_LaoUI2351_2002,3273,99.6,23.8,4700574,206322,44,2,52.1
10209_5_46_LaoUI247_2000,3282,99.9,27.2,4933317,204311,49,1,51.8
10209_5_47_LaoUI2591_2002,3284,100,24.2,4743787,206316,46,25,52.1
10209_5_48_LaoUI2658_2002,3284,100,24.2,4744416,206316,44,2,52.1
10209_5_49_LaoUI2679_2002,3272,99.6,23.7,4699076,204309,43,0,52.1
10209_5_5_Cam006110_2007,3281,99.9,27.3,4936929,150407,64,2,51.8
10209_5_50_LaoUI2824_2002,3282,99.9,27.2,4934697,153657,73,1,51.8
10209_5_51_LaoUI286_2000,3281,99.9,27.2,4934087,161294,57,0,51.8
10209_5_52_LaoUI3146_2002,3285,100,23.8,4718403,206328,39,3,52.1
10209_5_53_LaoUI315_2000,3282,99.9,27.2,4931979,184953,59,1,51.8
10209_5_54_LaoUI3151_2002,3284,100,23.8,4719059,185984,45,2,52.1
10209_5_57_LaoUI3260_2003,3272,99.6,23.8,4701374,204299,47,1,52.1
10209_5_58_LaoUI3275_2003,3282,99.9,27,4919371,204309,53,1,51.8
10209_5_59_LaoUI3313_2003,3284,100,24.2,4744724,185824,46,8,52.1
10209_5_60_LaoUI3396_2003,3284,100,23.7,4708433,173258,50,1,52.1
10209_5_61_LaoUI473_2000,3281,99.9,27.2,4935590,204309,56,1,51.8
10209_5_62_LaoUI54_2000,3284,100,24.1,4730927,205651,41,2,52
10209_5_7_Cam005516_2007,3284,100,27.4,4951851,204319,63,1,51.8
10209_5_9_Cam007073_2007,3268,99.5,24.5,4741311,185726,43,15,52.1
10349_1_1_Sam021174_2002,3284,100,25.5,4824252,206298,42,46,52
10349_1_10_Ind032330_2003,3284,100,25.6,4828778,221854,38,1,52
10349_1_12_Indo034151_2003,3279,99.8,24.7,4765176,217682,49,228,52
10349_1_14_Ind04140_2004,3283,100,25.6,4828388,206303,42,74,52
10349_1_15_Ind041419_2004,3284,100,24,4732221,204280,42,123,52
10349_1_17_Sam041932_2004,3283,100,24,4730409,206354,42,64,52
10349_1_18_Sam042857_2004,3283,100,26.1,4860761,204412,44,123,51.9
10349_1_19_Sam043008_2004,3284,100,23.8,4717508,206214,42,103,52
10349_1_2_Meast022463_2002,3284,100,24,4731519,206464,46,189,52
10349_1_21_Ind052042_2005,3281,99.9,24.8,4776062,187549,53,86,52
10349_1_22_SEAsia061748_2006,3284,100,23.9,4720705,209892,38,131,52
10349_1_23_Ind062282_2006,3284,100,25.6,4827645,217819,38,121,52
10349_1_24_Ind063423_2006,3284,100,25.6,4828187,206167,41,60,52
10349_1_25_Ind063424_2006,3284,100,23.9,4720928,217835,41,138,52
10349_1_26_Sam064553_2006,3284,100,25.5,4824088,206021,42,74,52
10349_1_27_Ind0661_2006,3284,100,23.2,4681880,206391,44,126,52.1
10349_1_28_Sam07263_2007,3261,99.3,24.7,4720257,184287,58,14278,52
10349_1_29_Sam07264_2007,3265,99.4,26.1,4825914,185073,56,12004,52
10349_1_3_Meast022464_2002,3278,99.8,24.2,4727968,204279,50,736,52
10349_1_30_Sam072830_2007,3256,99.1,24.6,4719684,204327,54,16437,52
10349_1_32_Sam07434_2007,3268,99.5,24.4,4719773,184917,55,12414,52
10349_1_33_Fij082325_2008,3219,98,24.9,4677112,185593,53,18010,52
10349_1_34_Ind082356_2008,3272,99.6,24.9,4753328,193165,55,8937,52
10349_1_35_Sam082408_2008,3274,99.7,24.2,4719430,184962,54,8477,52
10349_1_36_Sam082444_2008,3264,99.4,24.5,4719275,193287,53,13255,52
10349_1_37_Fij082759_2008,3249,98.9,25,4721549,185000,57,18505,52
10349_1_38_Ind084047_2008,3265,99.4,24.2,4705675,204344,55,12576,52.1
10349_1_39_Chin084170_2008,3230,98.4,26.1,4724107,185417,54,26084,52.1
10349_1_40_Ind08619_2008,3270,99.6,24.8,4753368,204392,54,11389,52
10349_1_41_Ind08758_2008,3246,98.8,25.5,4735815,204374,57,21765,52
10349_1_43_Indo091092_2009,3264,99.4,25,4754034,173313,58,11309,52
10349_1_44_Sam091300_2009,3266,99.5,24.6,4720042,184967,57,12018,52
10349_1_45_SEAsia091788_2009,3269,99.5,25.8,4811828,167563,69,10876,52
10349_1_46_Ind091797_2009,3258,99.2,24.6,4722797,204465,53,15082,52
10349_1_47_Ind09383_2009,3256,99.1,24.8,4726892,185690,58,15747,52.1
10349_1_48_Sam094053_2009,3276,99.8,24,4715915,204340,55,8794,52
10349_1_49_Sam0982_2009,3266,99.5,24.6,4719956,206517,55,10900,52
10349_1_5_Ind024182_2002,3284,100,23.2,4682429,206214,41,139,52.1
10349_1_50_Sam0983_2009,3230,98.4,24.8,4689353,204429,55,16964,52.1
10349_1_51_Sam09892_2009,3246,98.8,25.2,4719025,171992,55,21227,52
10349_1_52_Ind101104_2010,3263,99.4,25.3,4755011,204415,53,14897,52
10349_1_53_Ind101621_2010,3261,99.3,24.9,4731616,185841,59,12290,52.1
10349_1_54_Ind102156_2010,3265,99.4,24.7,4724501,154489,63,11277,52
10349_1_55_Ind102275_2010,3267,99.5,26.2,4832345,204395,55,18722,52
10349_1_56_Sam102461_2010,3263,99.4,26.3,4827150,184834,55,19548,52
10349_1_57_Sam10320_2010,3268,99.5,26.1,4825667,171161,57,12992,52
10349_1_58_Tha10338_2010,3270,99.6,24.3,4722219,204335,57,11222,52
10349_1_59_Ind103534_2010,3262,99.3,25,4724294,204317,53,14215,52
10349_1_6_Ind02425_2002,3284,100,23.2,4682449,206272,41,126,52.1
ERL103914,3292,100,24.9,4789623,4789623,1,0,52.1
10349_1_61_Ind1048_2010,3255,99.1,25.1,4724694,185439,55,16309,52
10349_1_62_Sam10492_2010,3272,99.6,24.2,4720036,184967,56,9166,52
10349_1_63_Sam10504_2010,3253,99.1,25,4720072,184772,56,18744,52
10349_1_64_Sam111572_2011,3271,99.6,24.3,4719969,184996,55,9335,52
10349_1_65_Sam111998_2011,3254,99.1,24.9,4721046,185093,55,17810,52
10349_1_66_Pak11299_2011,3269,99.5,24.6,4730937,185785,58,9788,52.1
10349_1_67_Ind113095_2011,3265,99.4,24.5,4722135,204673,56,11947,52
10349_1_68_Sam113434_2011,3266,99.5,24.4,4719938,179963,56,11892,52
ERL114000,3289,100,24.6,4776059,4776059,1,0,52.1
10349_1_7_Sam024919_2002,3284,100,23.8,4716647,206184,40,300,52
10349_1_70_Samer114070_2011,3253,99.1,25.7,4784360,206229,54,9608,52.1
10349_1_72_Ind11877_2011,3235,98.5,25.6,4723464,206469,53,23080,52
10349_1_74_Ind12148_2012,3251,99,27.1,4853812,204551,63,18368,52
10349_1_75_Ind12375_2012,3256,99.1,25,4725367,172016,56,15964,52
10349_1_76_Ind12590_2012,3242,98.7,25.4,4735572,182820,58,19742,52
10349_1_77_Ind12680_2012,3251,99,25.5,4739209,204508,55,23350,52.1
10349_1_78_Ind12959_2012,3249,98.9,25.9,4754715,185553,58,21366,52
10349_1_79_Ind12960_2012,3265,99.4,26.5,4853784,204371,61,20777,52
10349_1_8_Indo02732_2002,3283,100,24,4725102,206026,40,135,52.1
10349_1_81_IndH12ESR02737_2012,3273,99.7,24,4709074,185329,54,8620,52.1
10349_1_82_IndH12ESR04734_2012,3279,99.6,25.2,4782853,204336,66,12389,52.1
10349_1_9_Ton032200_2003,3284,100,23.8,4718350,205993,38,127,52
10349_1_91_IndE02-2759_2002,3227,98.3,26.5,4806052,185383,60,48002,52
10396_8_20_LaoUI3257_2003,3272,99.6,23.8,4699685,206310,46,0,52.1
10425_1_1_Viedtc8_1994,3284,100,27.1,4930688,204280,58,0,51.8
10425_1_11_Viedtc174_1995,3277,99.8,25.6,4818257,204296,55,5267,51.9
10425_1_15_Viedn191_1996,3280,99.9,25.6,4817465,153737,59,4425,51.9
10425_1_16_Viedn14_1995,3272,99.6,27.6,4931796,204260,66,8721,51.8
10425_1_17_Viedtc79_1994,3274,99.7,27.5,4931624,204320,67,9480,51.8
10425_1_18_Viedn63_1995,3275,99.7,28.8,5029901,154997,70,6114,51.8
10425_1_19_Viedn121_1996,3276,99.8,25.7,4816857,204490,55,6299,51.9
10425_1_2_Nepnp69_2011,3283,100,23.9,4719384,221937,42,58,52
10425_1_20_Viedn136_1996,3266,99.5,26.1,4817844,161678,59,16751,52
10425_1_21_Viedtc116_1995,3272,99.6,24.6,4740256,153748,61,6089,51.9
10425_1_23_Viedn86_1995,3273,99.7,27.6,4932964,161200,67,12598,51.8
10425_1_24_Viedn93_1995,3275,99.7,27.5,4932534,155028,71,7581,51.8
10425_1_26_Viedn162_1996,3283,100,25.4,4816955,183759,55,4547,51.9
10425_1_27_Viedn18_1995,3278,99.8,27.4,4930858,161234,69,4518,51.8
10425_1_29_Viedtc103_1994,3275,99.7,27.3,4925731,161340,65,6414,51.8
10425_1_3_Nepnp74_2011,3283,100,23.9,4720467,206303,41,0,52
10425_1_30_Viedn19_1995,3277,99.8,27.4,4932402,153713,73,5668,51.8
10425_1_31_Viedn160_1996,3268,99.5,25.7,4808952,153668,60,6855,51.9
10425_1_32_Viedtc111_1994,3276,99.8,26.3,4856331,171986,74,5718,52
10425_1_33_Viedn189_1996,3262,99.3,26.2,4817859,185348,58,10834,51.9
10425_1_34_Viedtc93_1994,3274,99.7,24.2,4720346,153631,60,4645,52
10425_1_37_Viedn61_1995,3274,99.7,27.5,4932661,185236,69,7592,51.8
10425_1_4_Viedtc86_1994,3284,100,23.9,4721375,204282,46,24,52
10425_1_40_Viect1-7_1993,3269,99.5,24.4,4739255,206306,44,71,52.1
10425_1_42_Viect1-40_1994,3273,99.7,27.5,4932597,204271,69,7480,51.8
10425_1_43_Viedty1-73_1997,3275,99.7,28.8,5030436,161321,70,9203,51.8
10425_1_45_Viect1-17_1993,3276,99.8,27.5,4933273,161354,72,6082,51.8
10425_1_46_Vieipt57_1997,3267,99.5,24.5,4716101,161887,60,8585,52.1
10425_1_48_Viety3-193_1997,3273,99.7,29.2,5037470,155029,72,10016,51.8
10425_1_5_Nepnp45_2011,3275,99.6,25.2,4780798,179873,72,7441,52.1
10425_1_51_Viect1-3_1993,3266,99.5,27.7,4932261,159919,70,8334,51.8
10425_1_54_Viety3-214_1997,3280,99.9,24.9,4776801,162338,56,5312,52
10425_1_55_Viect1-102_1994,3279,99.8,27.3,4931384,204278,67,6936,51.8
10425_1_57_Viect1-34_1994,3278,99.8,27.3,4931073,171949,65,4804,51.8
10425_1_58_Vieipt41_1997,3274,99.7,24.2,4722869,161264,55,5910,52
10425_1_6_Nepnp80_2011,3283,100,23.9,4719514,204287,44,18,52
10425_1_60_Viety1-35_1993,3277,99.8,24.1,4719012,184967,53,4827,52
10425_1_62_Viety2-120_1994,3274,99.7,27.5,4932071,185415,68,6218,51.8
10425_1_67_Viety2-91_1994,3261,99.3,24.8,4739615,172023,54,7152,52.1
10425_1_68_Viety2-107_1994,3263,99.4,24.7,4730559,185321,59,9645,52.1
10425_1_7_Viedtc105_1994,3284,100,27.1,4930608,206303,57,0,51.8
10425_1_70_Viety2-32_1993,3254,99.1,26.6,4846561,161433,57,8016,52.1
10425_1_72_Viety2-93_1994,3275,99.7,25,4776097,185431,55,5982,52
10425_1_73_Viety2-108_1994,3268,99.5,27.7,4932489,153669,71,10331,51.8
10425_1_75_Viety1-16_1993,3271,99.6,24.4,4724996,173391,56,6472,52.1
10425_1_76_Viety2-80_1994,3271,99.6,25.6,4805470,162994,58,7612,52.1
10425_1_8_Viedtc153_1995,3284,100,27.1,4930779,206289,53,47,51.8
10425_1_81_Viety2-98_1994,3260,99.3,24.7,4738848,153661,58,5729,52.1
10425_1_82_Viety2-111_1994,3271,99.6,24.6,4735988,183449,62,8466,52
10425_1_85_Viety2-99_1994,3265,99.4,24.6,4739097,161805,57,5123,52.1
10425_1_9_Nepnp27_2011,3283,100,23.9,4719717,217881,46,25,52
10425_1_93_Viety2-86_1994,3258,99.2,24.8,4740042,172028,58,7139,52.1
10425_1_94_Viety1-34_1993,3269,99.5,24.4,4716374,185441,52,7860,52.1
10425_1_95_Viety1-60_1993,3261,99.3,28,4952910,185228,62,6728,51.8
10425_1_96_Viety2-75_1994,3256,99.1,24.9,4739942,171947,55,6198,52.1
10426_1_1_Viedtc95_1994,3279,99.8,27.2,4929925,204286,54,10,51.8
10426_1_10_Viedtc102_1994,3280,99.9,24,4722024,161278,58,5142,52
10426_1_11_Viedn163_1996,3273,99.7,27.5,4933479,185434,69,8535,51.8
10426_1_12_Viedn45_1995,3275,99.7,27.5,4932662,171918,68,7829,51.8
10426_1_13_Viedtc3_1994,3279,99.8,25.8,4827809,204455,54,5260,52
10426_1_14_Viedn15_1995,3281,99.9,27.3,4931376,204312,70,5588,51.8
10426_1_15_Viedn110_1996,3283,100,24.6,4764737,182844,71,2809,52.1
10426_1_16_Viedtc150_1995,3279,99.8,28.7,5031160,185320,68,9273,51.8
10426_1_17_Viedtc92_1994,3279,99.8,27.3,4932158,204308,66,12418,51.8
10426_1_19_Viedn10_1995,3277,99.8,27.3,4926397,161354,70,5609,51.9
10426_1_2_Viedtc110_1994,3284,100,27.1,4931229,206350,54,40,51.8
10426_1_21_Viedn109_1996,3279,99.8,25.5,4816891,172081,55,4360,51.9
10426_1_23_Viedtc138_1995,3277,99.8,28.8,5028980,171990,68,7868,51.8
10426_1_24_Viedtc69_1994,3279,99.8,24.1,4721781,161210,56,4058,52
10426_1_25_Viedn12_1995,3273,99.7,27.5,4930765,155021,73,6085,51.8
10426_1_26_Viedn108_1996,3272,99.6,27.6,4933896,171924,68,7228,51.8
10426_1_27_Viedn57_1995,3276,99.8,27.4,4932338,153881,73,5796,51.8
10426_1_28_Viedtc71_1994,3279,99.8,27.3,4931712,204450,66,4684,51.8
10426_1_29_Viedn20_1995,3279,99.8,27.3,4932106,161329,67,5100,51.8
10426_1_3_Con3525_3_2011,3283,100,26.3,4877134,204260,53,24,51.9
10426_1_30_Viedtc21_1994,3272,99.6,27.5,4932334,204356,69,6612,51.8
10426_1_31_Viedn28_1995,3284,100,23.9,4721651,204284,45,26,52
10426_1_34_Vieipt43_1997,3284,100,25.4,4817672,206273,40,2,51.9
10426_1_35_Viety2-160_1994,3279,99.8,27.4,4933661,204357,68,6676,51.8
10426_1_36_Vieipt47_1997,3271,99.6,24.3,4721479,204492,54,6393,52
10426_1_37_Viety2-166_1994,3272,99.6,24.6,4739803,185224,55,8617,52.1
10426_1_38_Viect1-45_1994,3280,99.9,24.1,4721856,204314,52,4559,52
10426_1_4_Con3080_3_2010,3283,100,26.2,4871516,171997,55,17,51.9
10426_1_40_Viedty1-75_1997,3270,99.6,28.9,5029305,155044,71,8177,51.8
10426_1_41_Viety2-170_1995,3275,99.7,27.4,4931009,161298,68,8672,51.8
10426_1_42_Viety3-253_1998,3279,99.8,27.4,4931967,161332,68,6581,51.8
10426_1_43_Vieas16_1998,3272,99.6,24.5,4729562,204336,53,7901,52.1
10426_1_47_Vieipt79_1997,3273,99.7,29,5030688,155023,73,7769,51.8
10426_1_48_Viedty1-86_1997,3271,99.6,24.3,4722307,204335,53,7430,52
10426_1_49_Viect1-23_1993,3279,99.8,27.3,4931992,204272,68,4661,51.8
10426_1_5_Con3069_3_2010,3283,100,23.3,4684380,191214,46,46,52.1
10426_1_50_Vieipt76_1997,3271,99.6,29,5030625,161267,72,17995,51.8
10426_1_51_Viedty1-88_1997,3283,100,28.6,5029534,204285,57,7,51.8
10426_1_52_Viety3-212_1997,3278,99.8,24.1,4720581,161208,54,4949,52
10426_1_54_Vieas257_1999,3263,99.4,24.7,4739480,185448,52,6322,52.1
10426_1_55_Viedty1-89_1997,3277,99.8,24.1,4721515,185058,56,4990,52
10426_1_57_Viect1-65_1994,3279,99.8,27.3,4932224,204500,66,5346,51.8
10426_1_58_Viedty1-46_1995,3271,99.6,28.7,5016981,184930,75,45541,51.8
10426_1_59_Viedty1-91_1997,3275,99.7,25.8,4819538,155175,60,7525,51.9
10426_1_6_Nepnp61_2011,3283,100,23.9,4720717,217842,42,47,52
10426_1_60_Viedty1-58_1995,3278,99.8,25.4,4810629,185607,43,44,51.9
10426_1_61_Viedty1-93_1997,3284,100,28.5,5027420,185707,57,53,51.8
10426_1_62_Viect1-33_1994,3272,99.6,27.8,4932956,155001,70,7750,51.8
10426_1_63_Viedty1-67_1995,3275,99.7,27.6,4931740,204289,70,6958,51.8
10426_1_64_Viety3-215_1997,3275,99.7,28.9,5028114,161266,71,5519,51.8
10426_1_67_Viety2-76_1994,3276,99.8,27.4,4932822,204307,68,5881,51.8
10426_1_69_Viety2-17_1993,3265,99.4,29.2,5037478,185219,67,10549,51.8
10426_1_70_Viety2-90_1994,3273,99.7,27.6,4930974,204315,68,6189,51.8
10426_1_71_Viety2-139_1994,3277,99.8,27.4,4932038,204271,67,6211,51.8
10426_1_72_Viety2-123_1994,3276,99.8,27.5,4932714,204289,69,6688,51.8
10426_1_74_Viety2-144_1994,3272,99.6,27.6,4931771,204352,67,9334,51.8
10426_1_76_Viety2-146_1994,3276,99.8,27.4,4931331,204259,64,8064,51.8
10426_1_78_Viety2-100_1994,3270,99.6,27.6,4933118,161383,72,8639,51.8
10426_1_79_Viety2-114_1994,3274,99.7,27.5,4931500,155235,68,6916,51.8
10426_1_80_Viety2-131_1994,3268,99.5,29.2,5039411,149696,71,8756,51.8
10426_1_81_Viety2-71_1994,3278,99.8,27.4,4932407,161326,75,4101,51.8
10426_1_82_Viety2-101_1994,3281,99.9,27.3,4931547,161426,68,4754,51.8
10426_1_83_Viety2-115_1994,3270,99.6,24.6,4732904,185522,56,7061,52
10426_1_84_Viety2-132_1994,3275,99.7,28.8,5029052,171918,71,7449,51.8
10426_1_85_Viety2-150_1994,3271,99.6,25.9,4818412,184860,57,8757,51.9
10426_1_88_Viety2-153_1994,3277,99.8,29.3,5061765,184868,96,14565,51.8
10426_1_9_Viedtc139_1995,3284,100,25.4,4817373,204276,45,129,51.9
10426_1_92_Viety2-103_1994,3274,99.7,27.5,4934027,155139,71,7434,51.8
10426_1_94_Viety2-134_1994,3276,99.8,28.9,5028324,161347,73,6813,51.8
10426_1_95_Viety2-104_1994,3280,99.9,27.2,4930531,204473,66,5181,51.8
10426_1_96_Viety2-155_1994,3280,99.9,27.3,4931237,155021,72,5572,51.8
10492_1_1_LebMDUST106_2006,3285,100,24,4727437,206109,43,106,52.1
10492_1_10_BurMDUST139_2012,3274,99.5,25.4,4782240,179862,70,9279,52.1
10492_1_11_IndMDUST141_2012,3277,99.8,24.6,4743908,204327,57,4720,52.1
10492_1_12_IndMDUST145_2012,3281,99.9,25.7,4829849,204320,53,12486,52
10492_1_13_IndMDUST147_2012,3284,100,24.4,4752949,206273,42,1,52
10492_1_14_IndMDUST149_2012,3274,99.7,23.9,4695378,172012,53,5777,52.1
10492_1_15_UnkMDUST151_2012,3278,99.8,27.3,4932545,204305,68,5447,51.8
10492_1_16_ChinMDUST154_2011,3283,100,23.9,4714940,206301,46,2,52.1
10492_1_17_IndMDUST158_2012,3272,99.6,26,4830534,204378,52,11283,52
10492_1_18_IndMDUST161_2011,3270,99.6,24.4,4723496,204324,58,8330,52
10492_1_19_IndMDUST166_2011,3268,99.5,24.6,4723829,204322,53,10127,52
10492_1_2_PNGMDUST115_2009,3284,100,24.1,4735347,188883,48,30,52
10492_1_20_IndMDUST169_2011,3277,99.8,24.1,4721549,204324,53,6026,52
10492_1_21_IndMDUST182_2011,3278,99.8,26.2,4851544,185396,62,6004,52
10492_1_22_IndMDUST185_2011,3274,99.7,24.4,4722214,204381,51,6806,52
10492_1_23_UnkMDUST187_2011,3274,99.7,24.4,4724436,153742,60,6437,52
10492_1_24_BanMDUST196_2011,3277,99.8,25.5,4809364,204524,58,6664,52
10492_1_25_IndMDUST197_2010,3268,99.5,25,4754599,204598,55,7977,52
10492_1_26_BurMDUST198_2010,3276,99.8,24.3,4724041,189336,57,7136,52
10492_1_27_IndMDUST199_2011,3255,99.1,26.9,4851671,171930,63,15377,52
10492_1_28_IndMDUST200_2011,3275,99.7,24.3,4722989,204374,53,6346,52
10492_1_29_IndoMDUST206_2010,3277,99.8,24,4711164,171921,58,5341,52.1
10492_1_3_MaltaMDUST120_2009,3285,100,24,4728332,204291,44,98,52.1
10492_1_30_IndMDUST211_2011,3268,99.5,26.2,4833345,135572,73,6319,52
10492_1_31_IndMDUST216_2011,3273,99.7,24.8,4753278,204542,52,6832,52
10492_1_32_IndMDUST217_2011,3280,99.9,24.3,4738752,153669,63,4516,52.1
10492_1_33_UnkMDUST223_2011,3271,99.6,24.3,4722550,204308,50,6230,52
10492_1_34_PNGMDUST226_2010,3273,99.7,24.6,4735527,183654,61,8054,52
10492_1_35_PNGMDUST229_2010,3276,99.8,24.4,4736002,183334,60,6136,52
10492_1_36_LebMDUST231_2010,3274,99.7,24.2,4721272,204298,54,9208,52
10492_1_37_BanMDUST234_2010,3264,99.4,24.6,4730951,172028,58,7257,52.1
10492_1_38_NepMDUST237_2010,3271,99.6,24.4,4722383,204324,52,7026,52
10492_1_39_UnkMDUST239_2011,3277,99.8,25.8,4822826,184729,55,5935,52
10492_1_4_AustraliaMDUST121_2010,3249,98.9,24.8,4719886,144731,56,28,52
10492_1_40_BanMDUST241_2010,3276,99.8,25.7,4814067,204323,56,6912,52
10492_1_41_IndMDUST242_2011,3277,99.8,24.2,4723172,204320,53,6787,52
10492_1_42_IndMDUST243_2011,3279,99.8,24.1,4721133,204339,53,4677,52
10492_1_43_IndMDUST248_2011,3277,99.8,24.7,4754075,204305,51,6142,52
10492_1_44_IndMDUST249_2011,3278,99.8,24.2,4724598,153709,56,5242,52
10492_1_45_BanMDUST252_2010,3275,99.6,27,4900814,180375,72,9886,52
10492_1_46_IndoMDUST253_2010,3277,99.8,24.7,4753253,185521,57,5904,52
10492_1_47_PNGMDUST255_2010,3277,99.8,24.5,4735739,183487,61,6111,52
10492_1_48_PNGMDUST256_2010,3279,99.8,24.3,4735588,204331,58,5365,52
10492_1_49_IndoMDUST257_2010,3279,99.8,24.3,4737016,204291,58,5283,52
10492_1_5_SamMDUST123_2010,3283,100,23.9,4718339,204285,44,35,52
10492_1_50_BanMDUST258_2010,3278,99.8,24.3,4734236,171936,56,3935,52.1
10492_1_51_BanMDUST259_2010,3279,99.8,26.1,4852555,185279,61,4185,52
10492_1_52_UnkMDUST265_2011,3276,99.8,25.6,4815636,204344,55,12259,52
10492_1_53_IndMDUST267_2011,3277,99.8,23.6,4686539,185374,56,4029,52.1
10492_1_54_PakMDUST269_2011,3276,99.8,24.2,4723127,204337,51,7218,52
10492_1_55_BanMDUST270_2011,3277,99.8,26.1,4845765,204300,56,7461,52
10492_1_56_PNGMDUST274_1996,3249,98.9,24.2,4701455,204317,59,6015,52.1
10492_1_57_IndoMDUST295_2010,3276,99.8,24.4,4738604,204327,57,4959,52
10492_1_58_FijMDUST310_1991,3278,99.8,24.1,4718600,185021,53,4963,52
