NAME,Ampicillin,Broad-Spectrum Cephalosporins,Chloramphenicol,Ciprofloxacin,Sulfonamides,Trimethoprim,Co-Trimoxazole,Tetracycline,Azithromycin,Colistin,Meropenem
8525_3_58_KenKe479_2008,1,0,1,0,1,1,1,1,0,0,0
8525_3_59_KenKe480_2008,1,0,1,0,1,1,1,1,0,0,0
8525_3_60_KenKe481_2008,1,0,1,0,1,1,1,1,0,0,0
8525_3_61_KenKe482_2008,1,0,1,0,1,1,1,1,0,0,0
8525_3_71_KenKe492_2001,1,0,1,1,1,1,1,1,0,0,0
8615_4_29_KenKe062_2004,1,0,1,0,1,1,1,1,0,0,0
8616_4_37_IndBCR43_2009,0,0,0,1,0,0,0,0,0,0,0
8616_4_38_IndBCR48_2009,0,0,1,1,0,0,0,0,0,0,0
8616_4_39_IndBCR49_2009,1,0,1,1,1,1,1,0,0,0,0
8616_4_40_IndBCR52_2009,0,0,0,1,0,0,0,0,0,0,0
8616_4_41_IndBCR62_2009,0,0,0,1,0,0,0,0,0,0,0
8616_4_42_IndBCR89_2010,0,0,0,1,0,0,0,0,0,0,0
8616_4_44_IndBCR108_2010,0,0,0,1,0,0,0,0,0,0,0
8616_4_45_IndBCR110_2010,0,0,0,1,0,0,0,0,0,0,0
8616_4_46_IndBCR162_2011,0,0,0,1,0,0,0,0,0,0,0
8616_4_47_IndBCR170_2011,0,0,0,1,0,0,0,0,0,0,0
8616_4_48_IndBCR175_2011,0,0,0,1,0,0,0,0,0,0,0
8616_4_49_IndBCR177_2011,1,0,1,1,1,1,1,0,0,0,0
8616_4_50_IndBCR191_2011,0,0,0,1,0,0,0,0,0,0,0
8616_4_51_IndBCR211_2011,0,0,0,1,0,0,0,0,0,0,0
8616_4_52_IndBCR232_2011,0,0,0,1,0,0,0,0,0,0,0
8616_4_53_IndSP2_2009,0,0,0,1,0,0,0,0,0,0,0
8616_4_54_IndSP9_2009,0,0,0,1,0,0,0,0,0,0,0
8616_4_55_IndSP11_2009,0,0,0,1,0,0,0,0,0,0,0
8616_4_56_IndSP47_2009,1,0,1,1,1,1,1,0,0,0,0
8616_4_57_IndSP66_2009,0,0,0,1,0,0,0,0,0,0,0
8616_4_58_IndSP80_2011,0,0,0,1,0,0,0,0,0,0,0
9475_4_48_IndD7558_2006,0,0,0,1,0,0,0,0,0,0,0
9475_4_49_IndD7649_2007,0,0,0,1,0,0,0,0,0,0,0
9475_4_50_IndC3551_2005,1,0,1,1,1,1,1,1,0,0,0
9475_4_51_IndC3891_2005,1,0,0,1,1,0,0,0,0,0,0
9475_4_52_IndC3495_2005,1,0,1,1,1,1,1,0,0,0,0
9475_4_53_IndC3634_2005,1,0,1,1,1,1,1,0,0,0,0
9475_4_54_IndE2889_2006,1,0,1,0,1,1,1,1,0,0,0
9475_4_55_IndE2990_2006,0,0,1,0,1,1,1,1,0,0,0
9475_4_56_IndE1240_2004,0,0,0,1,0,0,0,0,0,0,0
9475_4_57_IndE1303_2004,0,0,0,1,0,0,0,0,0,0,0
9475_6_1_Mal1010996_2011,0,0,0,0,0,0,0,0,0,0,0
9475_6_10_Mal1013486_2011,0,0,0,0,0,0,0,0,0,0,0
9475_6_12_Mal1021106_2011,1,0,1,0,1,1,1,0,0,0,0
9475_6_13_Mal1021701_2011,0,0,0,0,0,0,0,0,0,0,0
9475_6_14_Mal1025691_2011,0,0,0,0,0,0,0,0,0,0,0
9475_6_16_Mal1031809_2012,1,0,1,0,1,1,1,0,0,0,0
9475_6_17_Mal1007914_2011,1,0,1,0,1,1,1,0,0,0,0
9475_6_18_Mal1013305_2011,0,0,0,1,0,0,0,0,0,0,0
9475_6_19_Mal1016889_2011,1,0,1,0,1,1,1,0,0,0,0
9475_6_2_Mal1014063_2011,1,0,1,0,1,1,1,0,0,0,0
9475_6_20_Mal1018216_2011,0,0,0,0,0,0,0,0,0,0,0
9475_6_21_Mal1023407_2011,1,0,1,0,1,1,1,0,0,0,0
9475_6_24_Mal1031785_2012,1,0,1,0,1,1,1,0,0,0,0
9475_6_25_Mal1007917_2011,1,0,1,0,1,1,1,0,0,0,0
9475_6_26_Mal1012911_2011,1,0,1,0,1,1,1,0,0,0,0
9475_6_27_Mal1016653_2011,1,0,1,0,1,1,1,0,0,0,0
9475_6_28_Mal1020791_2011,1,0,1,0,1,1,1,0,0,0,0
9475_6_29_Mal1022981_2011,0,0,0,0,0,0,0,0,0,0,0
9475_6_3_Mal1019695_2011,1,0,1,0,1,1,1,0,0,0,0
9475_6_31_Mal1022553_2011,1,0,1,0,1,1,1,0,0,0,0
9475_6_32_Mal1030630_2012,1,0,1,0,1,1,1,0,0,0,0
9475_6_33_Mal1014451_2011,1,0,1,0,1,1,1,0,0,0,0
9475_6_34_Mal1018211_2011,1,0,1,0,1,1,1,0,0,0,0
9475_6_35_Mal1016605_2011,1,0,1,0,1,1,1,0,0,0,0
9475_6_36_Mal1021854_2011,1,0,1,0,1,1,1,0,0,0,0
9475_6_37_Mal1022075_2011,0,0,0,0,0,0,0,0,0,0,0
9475_6_39_Mal1032927_2012,1,0,1,0,1,1,1,0,0,0,0
9475_6_4_Mal1019515_2011,1,0,1,0,1,1,1,0,0,0,0
9475_6_41_Mal1014383_2011,1,0,1,0,1,1,1,0,0,0,0
9475_6_42_Mal1017142_2011,0,0,0,0,0,0,0,0,0,0,0
9475_6_43_Mal1020184_2011,0,0,0,0,0,0,0,0,0,0,0
9475_6_44_Mal1023267_2011,0,0,0,0,0,0,0,0,0,0,0
9475_6_45_Mal1021624_2011,1,0,1,0,1,1,1,0,0,0,0
9475_6_46_Mal1024341_2011,0,0,0,1,0,0,0,0,0,0,0
9475_6_47_Mal1032463_2012,1,0,1,0,1,1,1,0,0,0,0
9475_6_48_MalA53009_2008,0,0,0,0,0,0,0,0,0,0,0
9475_6_49_Mal1013803_2011,0,0,0,1,0,0,0,0,0,0,0
9475_6_5_Mal1021678_2011,1,0,1,0,1,1,1,0,0,0,0
9475_6_50_Mal1017137_2011,1,0,1,0,1,1,1,0,0,0,0
9475_6_51_Mal1019839_2011,1,0,1,0,1,1,1,0,0,0,0
9475_6_52_Mal1022401_2011,1,0,1,0,1,1,1,0,0,0,0
9475_6_53_Mal1020976_2011,1,0,1,0,1,1,1,0,0,0,0
9475_6_54_Mal1023999_2011,1,0,1,0,1,1,1,0,0,0,0
9475_6_55_Mal1032281_2012,1,0,1,0,1,1,1,0,0,0,0
9475_6_56_MalA53789_2009,0,0,0,1,0,0,0,0,0,0,0
9475_6_57_Mal1012752_2011,0,0,0,0,0,0,0,0,0,0,0
9475_6_58_Mal1020366_2011,1,0,1,0,1,1,1,0,0,0,0
9475_6_59_Mal1019833_2011,1,0,1,0,1,1,1,0,0,0,0
9475_6_6_Mal1025912_2011,1,0,1,0,1,1,1,0,0,0,0
9475_6_61_Mal1029975_2012,1,0,1,0,1,1,1,0,0,0,0
9475_6_62_Mal1028143_2012,1,0,1,0,1,1,1,0,0,0,0
9475_6_63_Mal1032249_2012,1,0,1,0,1,1,1,0,0,0,0
9475_6_65_Mal1012727_2011,1,0,1,0,1,1,1,0,0,0,0
9475_6_66_Mal1020059_2011,1,0,1,0,1,1,1,0,0,0,0
9475_6_67_Mal1019806_2011,1,0,1,0,1,1,1,0,0,0,0
9475_6_68_Mal1018617_2011,1,0,1,0,1,1,1,0,0,0,0
9475_6_69_Mal1029451_2012,1,0,1,0,1,1,1,0,0,0,0
9475_6_71_Mal1032168_2012,1,0,1,0,1,1,1,0,0,0,0
9475_6_72_MalA55865_2009,0,0,0,0,1,1,1,0,0,0,0
9475_6_73_Mal1014152_2011,1,0,1,0,1,1,1,0,0,0,0
9475_6_76_Mal1021788_2011,1,0,1,0,1,1,1,0,0,0,0
9475_6_77_Mal1028963_2012,1,0,1,0,1,1,1,0,0,0,0
9475_6_78_Mal1026460_2012,1,0,1,0,1,1,1,0,0,0,0
9475_6_79_Mal1031581_2012,1,0,1,0,1,1,1,0,0,0,0
9475_6_8_Mal1030208_2012,1,0,1,0,1,1,1,0,0,0,0
9475_6_80_MalA32420_2004,0,0,0,0,0,0,0,0,0,0,0
9475_6_81_MalA33112_2005,0,0,0,0,0,0,0,0,0,0,0
9475_6_85_MalA40201_2006,0,0,0,0,0,0,0,0,0,0,0
9475_6_9_Mal1008634_2011,1,0,1,0,1,1,1,0,0,0,0
9475_6_90_MalD28995_2005,0,0,0,0,0,0,0,0,0,0,0
9475_6_92_MalA39483_2006,0,0,0,0,0,0,0,0,0,0,0
9475_6_93_MalA40566_2006,0,0,0,0,0,0,0,0,0,0,0
9475_6_94_MalD41342_2007,0,0,0,0,0,0,0,0,0,0,0
9870_8_1_Cam001909_2008,1,0,1,1,1,1,1,1,0,0,0
9870_8_10_Cam006300_2008,0,0,0,1,0,0,0,0,0,0,0
9870_8_11_Cam000156_2009,1,0,1,1,1,1,1,1,0,0,0
9870_8_12_Cam000892_2009,1,0,1,1,1,1,1,1,0,0,0
9870_8_13_Cam002960_2009,1,0,1,1,1,1,1,1,0,0,0
9870_8_14_Cam004002_2009,1,0,1,1,1,1,1,1,0,0,0
9870_8_15_Cam006046_2009,0,0,0,1,0,0,0,0,0,0,0
9870_8_16_Cam007146_2009,1,0,1,1,1,1,1,1,0,0,0
9870_8_17_Cam010587_2009,0,0,0,0,0,0,0,0,0,0,0
9870_8_18_Cam008924_2009,1,0,1,1,1,1,1,1,0,0,0
9870_8_19_Cam011935_2009,0,0,0,1,0,0,0,0,0,0,0
9870_8_2_Cam002399_2008,1,0,1,1,1,1,1,1,0,0,0
9870_8_20_Cam012898_2009,1,0,1,1,1,1,1,1,0,0,0
9870_8_21_Cam005196_2010,1,0,1,1,1,1,1,1,0,0,0
9870_8_22_Cam011361_2010,0,0,0,1,0,0,0,0,0,0,0
9870_8_23_Cam005872_2010,1,0,1,1,1,1,1,1,0,0,0
9870_8_24_Cam011021_2010,1,0,1,1,1,1,1,1,0,0,0
9870_8_25_Cam006551_2010,1,0,1,1,1,1,1,1,0,0,0
9870_8_26_Cam013365_2010,1,0,1,1,1,1,1,1,0,0,0
9870_8_27_Cam006866_2010,1,0,1,1,1,1,1,1,0,0,0
9870_8_28_Cam012990_2010,1,0,1,1,1,1,1,1,0,0,0
9870_8_3_Cam003956_2008,1,0,1,1,1,1,1,1,0,0,0
9870_8_30_Cam100510_2010,0,0,0,1,0,0,0,0,0,0,0
9870_8_32_Cam008154_2010,1,0,1,1,1,1,1,1,0,0,0
9870_8_33_Cam007462_2010,1,0,1,1,1,1,1,1,0,0,0
9870_8_34_Cam002605_2010,1,0,1,1,1,1,1,1,0,0,0
9870_8_35_Cam009987_2010,1,0,1,1,1,1,1,1,0,0,0
9870_8_36_Cam010162_2010,1,0,1,1,1,1,1,1,0,0,0
9870_8_37_Cam002948_2010,0,0,0,1,0,0,0,0,0,0,0
9870_8_38_Cam010972_2010,1,0,1,1,1,1,1,1,0,0,0
9870_8_39_Cam011187_2010,1,0,1,1,1,1,1,1,0,0,0
9870_8_4_Cam004254_2008,1,0,1,1,1,1,1,1,0,0,0
9870_8_40_Cam011712_2010,1,0,1,1,1,1,1,1,0,0,0
9870_8_41_Cam000112_2011,1,0,1,1,1,1,1,1,0,0,0
9870_8_42_Cam000483_2011,1,0,1,1,1,1,1,1,0,0,0
9870_8_43_Cam009945_2011,1,0,1,1,1,1,1,1,0,0,0
9870_8_44_Cam021515_2011,1,0,1,1,1,1,1,1,0,0,0
9870_8_45_Cam007642_2011,1,0,1,1,1,1,1,1,0,0,0
9870_8_46_Cam216622_2011,1,0,1,1,1,1,1,1,0,0,0
9870_8_47_Cam004004_2011,1,0,1,1,1,1,1,1,0,0,0
9870_8_48_Cam004103_2011,1,0,1,1,1,1,1,1,0,0,0
9870_8_49_Cam000113_2011,1,0,1,1,1,1,1,1,0,0,0
9870_8_5_Cam216507_2008,0,0,0,1,0,0,0,0,0,0,0
9870_8_50_Cam000309_2011,1,0,1,1,1,1,1,1,0,0,0
9870_8_51_Cam021566_2011,1,0,1,1,1,1,1,1,0,0,0
9870_8_52_Cam007445_2011,1,0,1,1,1,1,1,1,0,0,0
9870_8_53_Cam011215_2011,1,0,1,1,1,1,1,1,0,0,0
9870_8_54_Cam000374_2011,1,0,1,1,1,1,1,1,0,0,0
9870_8_55_Cam001522_2011,1,0,1,1,1,1,1,1,0,0,0
9870_8_56_Cam007660_2011,1,0,1,1,1,1,1,1,0,0,0
9870_8_57_Cam007792_2011,1,0,1,1,1,1,1,1,0,0,0
9870_8_58_Cam007930_2011,0,0,0,1,0,0,0,0,0,0,0
9870_8_59_Cam008616_2011,1,0,1,1,1,1,1,1,0,0,0
9870_8_60_Cam015726_2011,1,0,1,1,1,1,1,1,0,0,0
9870_8_61_Cam1325_2011,0,0,0,0,0,0,0,0,0,0,0
9870_8_62_Cam1311_2011,1,0,1,1,1,1,1,1,0,0,0
9870_8_63_Cam1307_2011,1,0,1,1,1,1,1,1,0,0,0
9870_8_64_Cam1305_2011,1,0,1,1,1,1,1,1,0,0,0
9870_8_65_Cam1457_2011,1,0,1,1,1,1,1,1,0,0,0
9870_8_66_Cam1461_2011,1,0,1,1,1,1,1,1,0,0,0
9870_8_67_Cam1534_2011,1,0,1,1,1,1,1,1,0,0,0
9870_8_68_Cam1612_2011,1,0,1,1,1,1,1,1,0,0,0
9870_8_69_Cam1683_2011,1,0,1,1,1,1,1,1,0,0,0
9870_8_7_Cam016955_2008,1,0,1,1,1,1,1,1,0,0,0
9870_8_70_Cam1739_2011,1,0,1,1,1,1,1,1,0,0,0
9870_8_71_Cam018938_2012,1,0,1,1,1,1,1,1,0,0,0
9870_8_72_Cam002759_2012,1,0,1,1,1,1,1,1,0,0,0
9870_8_73_Cam002043_2012,1,0,1,1,1,1,1,1,0,0,0
9870_8_74_Cam001846_2012,1,0,1,1,1,1,1,1,0,0,0
9870_8_75_Cam007197_2012,1,0,1,1,1,1,1,1,0,0,0
9870_8_76_Cam002175_2012,1,0,1,1,1,1,1,1,0,0,0
9870_8_77_Cam008606_2012,1,0,1,1,1,1,1,1,0,0,0
9870_8_78_Cam009077_2012,1,0,1,1,1,1,1,1,0,0,0
9870_8_79_Cam002473_2012,1,0,1,1,1,1,1,1,0,0,0
9870_8_8_Cam006312_2008,1,0,1,1,1,1,1,1,0,0,0
9870_8_80_Cam005183_2012,1,0,1,1,1,1,1,1,0,0,0
9870_8_81_Cam002529_2012,1,0,1,1,1,1,1,1,0,0,0
9870_8_82_Cam014301_2012,1,0,1,1,1,1,1,1,0,0,0
9870_8_83_Cam009618_2012,1,0,1,1,1,1,1,1,0,0,0
9870_8_84_Cam017452_2012,1,0,1,1,1,1,1,1,0,0,0
9870_8_85_Cam010059_2012,1,0,1,1,1,1,1,1,0,0,0
9870_8_86_Cam010060_2012,1,0,1,1,1,1,1,1,0,0,0
9870_8_87_Cam002669_2012,0,0,0,1,0,0,0,0,0,0,0
9870_8_88_Cam006045_2012,1,0,1,1,1,1,1,1,0,0,0
9870_8_89_Cam002666_2012,1,0,1,1,1,1,1,1,0,0,0
9870_8_9_Cam008425_2008,0,0,0,1,0,0,0,0,0,0,0
9870_8_91_Cam009913_2012,1,0,1,1,1,1,1,1,0,0,0
9870_8_93_Cam010317_2012,1,0,1,1,1,1,1,1,0,0,0
9870_8_94_Cam010406_2012,1,0,1,1,1,1,1,1,0,0,0
9953_5_10_IndoA276_2008,0,0,0,0,0,0,0,0,0,0,0
9953_5_11_IndoA277_2009,0,0,0,0,0,0,0,0,0,0,0
9953_5_12_IndoA278_2009,0,0,0,0,0,0,0,0,0,0,0
9953_5_14_IndoA281_2008,0,0,0,0,0,0,0,0,0,0,0
9953_5_15_IndoA282_2010,0,0,0,0,0,0,0,0,0,0,0
9953_5_16_IndoA283_2010,0,0,0,0,0,0,0,0,0,0,0
9953_5_17_IndoA284_2011,0,0,0,0,0,0,0,0,0,0,0
9953_5_18_IndoA285_2010,0,0,0,0,0,0,0,0,0,0,0
9953_5_19_IndoA286_2010,0,0,0,0,0,0,0,0,0,0,0
9953_5_2_IndoA140_2010,0,0,0,0,0,0,0,0,0,0,0
9953_5_20_IndoA287_2008,0,0,0,0,0,0,0,0,0,0,0
9953_5_22_IndoA340_2010,0,0,0,0,0,0,0,0,0,0,0
9953_5_23_IndoA341_2008,0,0,0,0,0,0,0,0,0,0,0
9953_5_26_IndoA344-1st_2010,0,0,0,0,0,0,0,0,0,0,0
9953_5_27_IndoA347_2007,0,0,0,0,0,0,0,0,0,0,0
9953_5_28_IndoA348_2012,0,0,0,0,0,0,0,0,0,0,0
9953_5_29_IndoA350_2010,0,0,0,0,0,0,0,0,0,0,0
9953_5_3_IndoA268_2009,0,0,0,0,0,0,0,0,0,0,0
9953_5_30_IndoA352_2010,0,0,0,0,0,0,0,0,0,0,0
9953_5_31_IndoA354_2011,0,0,0,0,0,0,0,0,0,0,0
9953_5_33_IndoA356_2010,0,0,0,0,0,0,0,0,0,0,0
9953_5_34_IndoA357_2009,0,0,0,0,0,0,0,0,0,0,0
9953_5_35_IndoA358_2009,0,0,0,0,0,0,0,0,0,0,0
9953_5_36_IndoA359_2010,0,0,0,0,0,0,0,0,0,0,0
9953_5_37_IndoA360_2009,0,0,0,0,0,0,0,0,0,0,0
9953_5_38_IndoA363_2009,0,0,0,0,0,0,0,0,0,0,0
9953_5_39_IndoA365_2007,0,0,0,0,0,0,0,0,0,0,0
9953_5_40_IndoA366_2009,0,0,0,0,0,0,0,0,0,0,0
9953_5_41_IndoA368_2009,0,0,0,0,0,0,0,0,0,0,0
9953_5_42_IndoA369_2008,0,0,0,0,0,0,0,0,0,0,0
9953_5_43_IndoA370_2010,0,0,0,0,0,0,0,0,0,0,0
9953_5_44_IndoA373_2008,0,0,0,0,0,0,0,0,0,0,0
9953_5_45_IndoA374_2008,0,0,0,0,0,0,0,0,0,0,0
9953_5_46_IndoA375_2005,0,0,0,0,0,0,0,0,0,0,0
9953_5_48_IndoA377_2010,0,0,0,0,0,0,0,0,0,0,0
9953_5_49_IndoA378_2008,0,0,0,0,0,0,0,0,0,0,0
9953_5_5_IndoA271_2009,0,0,0,0,0,0,0,0,0,0,0
9953_5_50_IndoA379_2010,0,0,0,0,0,0,0,0,0,0,0
9953_5_51_IndoA380_2006,0,0,0,0,0,0,0,0,0,0,0
9953_5_52_IndoA382_2009,0,0,0,0,0,0,0,0,0,0,0
9953_5_53_IndoA385_2012,0,0,0,0,0,0,0,0,0,0,0
9953_5_54_IndoA389_2006,0,0,0,0,0,0,0,0,0,0,0
9953_5_55_IndoA390_2007,0,0,0,0,0,0,0,0,0,0,0
9953_5_56_IndoA392_2010,0,0,0,0,0,0,0,0,0,0,0
9953_5_57_IndoA394_2007,0,0,0,0,0,0,0,0,0,0,0
9953_5_58_IndoA395_2009,0,0,0,0,0,0,0,0,0,0,0
9953_5_59_IndoA396_2009,0,0,0,0,0,0,0,0,0,0,0
9953_5_6_IndoA272_2010,0,0,0,0,0,0,0,0,0,0,0
9953_5_60_IndoA399_2009,0,0,0,0,0,0,0,0,0,0,0
9953_5_61_LaoKM1646_2010,0,0,0,0,0,0,0,0,0,0,0
9953_5_62_LaoKM1647_2010,0,0,0,0,0,0,0,0,0,0,0
9953_5_63_LaoKM1648_2010,0,0,0,0,0,0,0,0,0,0,0
9953_5_64_LaoLNT1197_2009,0,0,0,0,0,0,0,0,0,0,0
9953_5_65_LaoLNT12_2007,0,0,0,0,0,0,0,0,0,0,0
9953_5_66_LaoLNT13_2007,0,0,0,0,0,0,0,0,0,0,0
9953_5_67_LaoLNT1339_2010,0,0,0,0,0,0,0,0,0,0,0
9953_5_68_LaoLNT1360_2010,0,0,0,0,0,0,0,0,0,0,0
9953_5_69_LaoLNT1365_2010,0,0,0,0,0,0,0,0,0,0,0
9953_5_7_IndoA273_2009,0,0,0,0,0,0,0,0,0,0,0
9953_5_70_LaoLNT1367-3_2010,0,0,0,0,0,0,0,0,0,0,0
9953_5_71_LaoLNT1374_2010,0,0,0,0,0,0,0,0,0,0,0
9953_5_72_LaoLNT1377_2010,0,0,0,0,0,0,0,0,0,0,0
9953_5_73_LaoLNT1378_2010,0,0,0,0,0,0,0,0,0,0,0
9953_5_74_LaoLNT1426_2010,0,0,0,0,0,0,0,0,0,0,0
9953_5_75_LaoLNT1497_2010,0,0,0,0,0,0,0,0,0,0,0
9953_5_76_LaoLNT1480_2010,0,0,0,0,0,0,0,0,0,0,0
9953_5_77_LaoLNT1516_2010,0,0,0,0,0,0,0,0,0,0,0
9953_5_78_LaoLNT1542_2010,0,0,0,0,0,0,0,0,0,0,0
9953_5_8_IndoA274_2006,0,0,0,0,0,0,0,0,0,0,0
9953_5_80_LaoLNT266_2008,0,0,0,0,0,0,0,0,0,0,0
9953_5_81_LaoLNT279_2008,0,0,0,0,0,0,0,0,0,0,0
9953_5_82_LaoLNT330_2008,0,0,0,0,0,0,0,0,0,0,0
9953_5_83_LaoLNT366_2008,0,0,0,0,0,0,0,0,0,0,0
9953_5_84_LaoLNT375_2008,0,0,0,0,0,0,0,0,0,0,0
9953_5_85_LaoLNT565_2008,0,0,0,0,0,0,0,0,0,0,0
9953_5_86_LaoLNT609_2008,0,0,0,0,0,0,0,0,0,0,0
9953_5_87_LaoLNT659_2008,0,0,0,0,0,0,0,0,0,0,0
9953_5_88_LaoLNT662_2008,0,0,0,0,0,0,0,0,0,0,0
9953_5_89_LaoLNT666_2008,0,0,0,0,0,0,0,0,0,0,0
9953_5_9_IndoA275_2009,0,0,0,0,0,0,0,0,0,0,0
9953_5_90_LaoLNT670_2008,0,0,0,0,0,0,0,0,0,0,0
9953_5_91_LaoLNT705_2008,0,0,0,0,0,0,0,0,0,0,0
9953_5_92_LaoLNT72_2007,0,0,0,0,0,0,0,0,0,0,0
9953_5_93_LaoLNT722_2008,0,0,0,0,0,0,0,0,0,0,0
9STY143D26_AL513382,0,0,0,1,0,0,0,0,0,0,0
AM-39555,0,0,0,0,0,0,0,0,0,0,0
AM-39738,0,0,0,0,0,0,0,0,0,0,0
AM-51471,0,0,0,0,0,0,0,0,0,0,0
B10038,0,0,0,1,0,0,0,0,0,0,0
B10072,0,0,0,0,0,0,0,0,0,0,0
B10176,0,0,0,1,0,0,0,0,0,0,0
B10341,0,0,0,1,0,0,0,0,0,0,0
B1043,0,0,0,0,0,0,0,0,0,0,0
B10705,0,0,0,1,0,0,0,0,0,0,0
B10778,0,0,0,1,0,0,0,0,0,0,0
B10807,0,0,0,1,0,0,0,0,0,0,0
B10835,0,0,0,0,0,0,0,0,0,0,0
B1086,0,0,0,0,0,0,0,0,0,0,0
B11552,0,0,0,1,0,0,0,0,0,0,0
B1158,0,0,0,1,0,0,0,0,0,0,0
B1169,0,0,0,1,0,0,0,0,0,0,0
B11867,0,0,0,1,0,0,0,0,0,0,0
B11991,0,0,0,1,0,0,0,0,0,0,0
B12078,0,0,0,1,0,0,0,0,0,0,0
B1211,0,0,0,0,0,0,0,0,0,0,0
B12178,0,0,0,0,0,0,0,0,0,0,0
B12203,0,0,0,1,0,0,0,0,0,0,0
B12332,0,0,0,1,0,0,0,0,0,0,0
B1242,0,0,0,1,0,0,0,0,0,0,0
B12458,0,0,0,1,0,0,0,0,0,0,0
B1250,0,0,0,0,0,0,0,0,0,0,0
B12549,0,0,0,1,0,0,0,0,0,0,0
B1273,0,0,0,0,0,0,0,0,0,0,0
B12730,1,0,1,1,1,1,1,0,0,0,0
B12774,0,0,0,1,0,0,0,0,0,0,0
B1280,0,0,0,0,0,0,0,0,0,0,0
B12868,0,0,0,1,0,0,0,0,0,0,0
B13393,0,0,0,1,0,0,0,0,0,0,0
B1343,0,0,0,0,0,0,0,0,0,0,0
B13459,0,0,0,1,0,0,0,0,0,0,0
B13541,0,0,0,1,0,0,0,0,0,0,0
B13642,0,0,0,1,0,0,0,0,0,0,0
B13711,0,0,0,1,0,0,0,0,0,0,0
B14066,0,0,0,1,0,0,0,0,0,0,0
B1421,0,0,0,1,0,0,0,0,0,0,0
B14483,0,0,0,1,0,0,0,0,0,0,0
B1461,0,0,0,1,0,0,0,0,0,0,0
B1466,0,0,0,1,0,0,0,0,0,0,0
B14686,0,0,0,1,0,0,0,0,0,0,0
B14724,0,0,0,1,0,0,0,0,0,0,0
B14837,0,0,0,1,0,0,0,0,0,0,0
B15481,0,0,0,1,0,0,0,0,0,0,0
B15500,0,0,0,1,0,0,0,0,0,0,0
B15765,0,0,0,1,0,0,0,0,0,0,0
B16040,0,0,0,1,0,0,0,0,0,0,0
B16078,0,0,0,1,0,0,0,0,0,0,0
B16811,0,0,0,1,0,0,0,0,0,0,0
B16925,0,0,0,1,0,0,0,0,0,0,0
B17300,0,0,0,1,0,0,0,0,0,0,0
B1780,0,0,0,1,0,0,0,0,0,0,0
B1781,1,0,1,1,1,1,1,1,0,0,0
B18119,0,0,0,1,0,0,0,0,0,0,0
B18669,0,0,0,1,0,0,0,0,0,0,0
B18815,0,0,0,1,0,0,0,0,0,0,0
B1896,0,0,0,0,0,0,0,0,0,0,0
B1897,0,0,0,0,0,0,0,1,0,0,0
B19224,0,0,0,1,0,0,0,0,0,0,0
B19245,0,0,0,1,0,0,0,0,0,0,0
B19527,0,0,0,1,0,0,0,0,0,0,0
B19593,0,0,0,1,0,0,0,0,0,0,0
B20097,0,0,0,1,0,0,0,0,0,0,0
B20113,0,0,0,1,0,0,0,0,0,0,0
B2033,0,0,0,0,0,0,0,1,0,0,0
B20437,0,0,0,1,0,0,0,0,0,0,0
B20594,0,0,0,1,0,0,0,0,0,0,0
B21466,0,0,0,1,0,0,0,0,0,0,0
B2149,0,0,0,0,0,0,0,0,0,0,0
B2186,0,0,0,0,0,0,0,0,0,0,0
B2187,0,0,0,1,0,0,0,0,0,0,0
B22053,0,0,0,1,0,0,0,0,0,0,0
B2207,0,0,0,1,0,0,0,0,0,0,0
B22096,0,0,0,1,0,0,0,0,0,0,0
B2220,0,0,0,0,0,0,0,0,0,0,0
B22376,0,0,0,1,0,0,0,0,0,0,0
B22596,0,0,0,1,0,0,0,0,0,0,0
B22867,0,0,0,1,0,0,0,0,0,0,0
B23530,0,0,0,1,0,0,0,0,0,0,0
B23546,0,0,0,1,0,0,0,0,0,0,0
B2387,0,0,0,1,0,0,0,0,0,0,0
B24099,0,0,0,1,0,0,0,0,0,0,0
B24112,1,0,1,1,1,1,1,0,0,0,0
B2429,0,0,0,1,0,0,0,0,0,0,0
B24497,0,0,0,1,0,0,0,0,0,0,0
B24872,0,0,0,1,0,0,0,0,0,0,0
B25055,0,0,0,1,0,0,0,0,0,0,0
B25393,0,0,0,1,0,0,0,0,0,0,0
B2553,0,0,0,1,0,0,0,0,0,0,0
B25753,0,0,0,1,0,0,0,0,0,0,0
B2599,0,0,0,1,0,0,0,0,0,0,0
B26511,0,0,0,1,0,0,0,0,0,0,0
B26659,0,0,0,1,0,0,0,0,0,0,0
B2717,0,0,0,1,0,0,0,0,0,0,0
B2848,0,0,0,0,0,0,0,0,0,0,0
B29,0,0,0,0,0,0,0,0,0,0,0
B30492,0,0,0,1,0,0,0,0,0,0,0
B30500,0,0,0,1,0,0,0,0,0,0,0
B3061,0,0,0,1,0,0,0,0,0,0,0
B3083,0,0,0,0,0,0,0,0,0,0,0
B31350,0,0,0,1,0,0,0,0,0,0,0
B3210,0,0,0,0,0,0,0,0,0,0,0
B32375,1,0,1,0,1,1,1,0,0,0,0
B3273,0,0,0,1,0,0,0,0,0,0,0
B3293,0,0,0,1,0,0,0,0,0,0,0
B3309,0,0,1,0,1,1,1,1,0,0,0
B33278,0,0,0,1,0,0,0,0,0,0,0
B33353,0,0,0,1,0,0,0,0,0,0,0
B33930,0,0,0,1,0,0,0,0,0,0,0
B3400,0,0,0,0,0,0,0,0,0,0,0
