NAME,REFERENCE,MLST ST (EnteroBase),MLST PROFILE (EnteroBase),GENOTYPHI GENOTYPE,GENOTYPHI SNPs CALLED,Inc Types
343076_275134,7898,1,1_1_1_1_1_1_5,4.3.1.3,82,IncFIA(HI1); IncHI1A--IncHI1B(R27)
343076_276146,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343076_277158,7898,1,1_1_1_1_1_1_5,4.3.1.3,82,IncFIA(HI1); IncHI1A; IncHI1B(R27)
343076_278170,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
343076_279182,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343076_280194,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343076_282123,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
343076_283135,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343076_284147,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343076_285159,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
343076_286171,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343076_287183,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343076_288195,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
343076_289112,7898,1,1_1_1_1_1_1_5,4.3.1.3,82,NA
343076_290124,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
343076_291136,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343076_292148,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
343076_293160,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343076_294172,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343076_295184,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343076_296196,ERL041834,2,1_1_2_1_1_1_5,3.3.2.Bd1,82,NA
343077_201101,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_201196,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
343077_202113,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343077_202184,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_203125,ST1921-06,2209,1_1_2_1_484_1_5,2.3.3,82,NA
343077_203172,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343077_204137,ST1921-06,2209,1_1_2_1_484_1_5,2.3.3,82,NA
343077_204160,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
343077_205148,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343077_205149,ERL041834,2,1_1_2_1_1_1_5,3.3.2.Bd2,82,NA
343077_206136,CT18,2,1_1_2_1_1_1_5,3.2.2,82,IncX1
343077_206161,CT18,2,1_1_2_1_1_1_5,3.2.2,82,IncX1
343077_207124,ERL041834,2,1_1_2_1_1_1_5,3.0.1,82,NA
343077_207173,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343077_208112,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343077_208185,ERL041834,2,1_1_2_1_1_1_5,3.3.2.Bd1,82,NA
343077_209102,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_209195,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343077_210114,ERL041834,2,1_1_2_1_1_1_5,3.3.2.Bd2,82,NA
343077_210183,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_211126,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
343077_211171,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343077_212138,ERL024120,2,1_1_2_1_1_1_5,2,82,NA
343077_212159,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
343077_213147,ERL041834,2,1_1_2_1_1_1_5,3.3.2.Bd1,82,IncFIB(pHCM2)
343077_213150,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_214135,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343077_214162,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
343077_215123,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_215174,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343077_216111,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_216186,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_217103,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_217194,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_218115,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_218182,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
343077_219127,ST1921-06,2209,1_1_2_1_484_1_5,2.3.3,82,NA
343077_219170,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
343077_220139,ST1921-06,2209,1_1_2_1_484_1_5,2.3.3,82,NA
343077_220158,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_221146,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343077_221151,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
343077_222134,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_222163,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343077_223122,ERL024120,2,1_1_2_1_1_1_5,2,82,NA
343077_223175,M326,2,1_1_2_1_1_1_5,1.2.1,82,NA
343077_224110,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_224187,ERL041834,2,1_1_2_1_1_1_5,3.3.2,82,NA
343077_225104,E98-0664_66,2,1_1_2_1_1_1_5,2.5,82,NA
343077_225193,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_226116,ERL041834,2,1_1_2_1_1_1_5,3.3.2,82,NA
343077_226181,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_227128,M326,2,1_1_2_1_1_1_5,1.2.1,82,NA
343077_227169,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343077_228140,ERL041834,2,1_1_2_1_1_1_5,3.3.2,82,IncFIB(pHCM2)
343077_228157,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_229145,ERL041834,2,1_1_2_1_1_1_5,3.3.2.Bd2,82,IncFIB(pHCM2)
343077_230133,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_231121,CT18,2,1_1_2_1_1_1_5,3.2.2,82,IncX1
343077_231176,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_232109,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_233105,7898,1,1_1_1_1_1_1_5,4.3.1.3,82,IncFIA(HI1); IncHI1A--IncHI1B(R27)
343077_234180,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343077_235129,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
343077_235168,CT18,2,1_1_2_1_1_1_5,3.2.2,82,IncX1
343077_236156,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_237144,ERL024120,2,1_1_2_1_1_1_5,2,82,NA
343077_238132,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
343077_239120,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_240108,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_241191,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_242179,ERL041834,2,1_1_2_1_1_1_5,3.0.1,82,NA
343077_243167,ERL041834,2,1_1_2_1_1_1_5,3.3.2.Bd1,82,IncFIB(pHCM2)
343077_244155,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343077_245143,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_246131,ST1921-06,2209,1_1_2_1_484_1_5,2.3.3,82,NA
343077_247119,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_248107,ERL041834,2,1_1_2_1_1_1_5,3.3.2.Bd1,82,IncFIB(pHCM2)
343077_249190,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
343077_250178,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
343077_251166,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
343077_252154,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
343077_253142,ERL024120,2,1_1_2_1_1_1_5,2,82,NA
343077_254130,CT18,2,1_1_2_1_1_1_5,3.2.2,82,IncX1
343077_255118,ERL024120,2,1_1_2_1_1_1_5,2,82,NA
343077_256106,ERL024120,2,1_1_2_1_1_1_5,2,82,NA
343077_257189,7898,1,1_1_1_1_1_1_5,4.3.1.3,82,IncFIA(HI1); IncFIB(pHCM2); IncHI1A--IncHI1B(R27)
343077_258177,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
343077_259165,ERL041834,2,1_1_2_1_1_1_5,3.3.2.Bd1,82,NA
343077_260153,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343077_261141,ERL024120,2,1_1_2_1_1_1_5,2,82,NA
343077_262129,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
343077_263117,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
343077_264105,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
343077_265188,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343077_266176,ERL041834,2,1_1_2_1_1_1_5,3.3.2.Bd1,82,NA
343077_267164,ERL024120,2,1_1_2_1_1_1_5,2,82,NA
343077_268152,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_269140,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_270128,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_271116,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_272104,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_273187,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_274175,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
343077_275163,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343077_276151,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_277139,CT18,2,1_1_2_1_1_1_5,3.2.2,82,IncX1
343077_278127,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
343077_279115,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_280103,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_281186,CT18,2,1_1_2_1_1_1_5,3.2.2,82,IncX1
343077_282174,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_283162,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_284150,ST1921-06,2209,1_1_2_1_484_1_5,2.3.3,82,NA
343077_285138,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_286126,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_287114,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_288102,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_289112,7898,1,1_1_1_1_1_1_5,4.3.1.1,81,NA
343077_289185,CT18,2,1_1_2_1_1_1_5,3.2.2,82,IncFIB(pHCM2)
343077_290124,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343077_290173,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343077_291136,CT18,2,1_1_2_1_1_1_5,3.2.2,82,IncX1
343077_291161,ST1921-06,2209,1_1_2_1_484_1_5,2.3.3,82,IncFIB(pHCM2)
343077_292148,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
343077_292149,ST1921-06,2209,1_1_2_1_484_1_5,2.3.3,82,NA
343077_293160,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
343077_294125,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_294172,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_295113,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343077_295184,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343077_296101,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
343077_296196,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_201101,7898,1,1_1_1_1_1_1_5,4.3.1.3,82,NA
343078_202113,ERL041834,2,1_1_2_1_1_1_5,3.3.2.Bd2,82,IncFIB(pHCM2)
343078_203125,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_204137,ERL041834,2,1_1_2_1_1_1_5,3.3,82,NA
343078_205149,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
343078_206161,ERL041834,2,1_1_2_1_1_1_5,3,82,NA
343078_207173,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_208185,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
343078_209102,ERL041834,2,1_1_2_1_1_1_5,3.3.2,82,NA
343078_210114,UI4692,2,1_1_2_1_1_1_5,2.2,82,NA
343078_212138,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_213150,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_214162,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_215174,ERL024120,2,1_1_2_1_1_1_5,2.1.7,82,NA
343078_216186,ERL041834,2,1_1_2_1_1_1_5,3.3.2,82,NA
343078_217103,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_218115,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343078_219127,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
343078_220139,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
343078_221151,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_222163,7898,1,1_1_1_1_1_1_5,4.3.1.3,82,NA
343078_223175,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343078_225104,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_226116,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
343078_227128,ERL024120,2,1_1_2_1_1_1_5,2,82,NA
343078_228140,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343078_229152,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_230164,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
343078_231176,7898,1,1_1_1_1_1_1_5,4.3.1.3,82,IncFIA(HI1); IncFIB(pHCM2); IncHI1A--IncHI1B(R27)
343078_232188,ERL041834,2,1_1_2_1_1_1_5,3.0.2,82,NA
343078_233105,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
343078_234117,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_235129,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
343078_236141,ERL024120,2,1_1_2_1_1_1_5,2,82,NA
343078_237153,ERL024120,2,1_1_2_1_1_1_5,2.1.7,82,NA
343078_238165,ERL024120,2,1_1_2_1_1_1_5,2,82,NA
343078_239177,CT18,2,1_1_2_1_1_1_5,3.2.2,82,IncFIB(pHCM2)
343078_240189,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343078_241106,ERL041834,2,1_1_2_1_1_1_5,3.3.2.Bd2,82,NA
343078_242118,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
343078_243130,ERL041834,2,1_1_2_1_1_1_5,2.0.1,82,NA
343078_244142,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343078_245143,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_245154,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_246131,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_246166,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_247119,7898,1,1_1_1_1_1_1_5,4.3.1.3,82,IncFIA(HI1); IncFIB(pHCM2); IncHI1A--IncHI1B(R27)
343078_247178,ST1921-06,2209,1_1_2_1_484_1_5,2.3.3,82,NA
343078_248190,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
343078_249107,ERL041834,2,1_1_2_1_1_1_5,3.3.2.Bd2,82,IncFIB(pHCM2)
343078_249190,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_250119,ERL041834,2,1_1_2_1_1_1_5,3.3.2.Bd2,82,IncFIB(pHCM2)
343078_250178,7898,1,1_1_1_1_1_1_5,4.3.1.3,82,NA
343078_251131,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_251166,ERL041834,2,1_1_2_1_1_1_5,3.3.2.Bd1,82,IncFIB(pHCM2)
343078_252143,ERL041834,2,1_1_2_1_1_1_5,3.3.2,82,IncFIB(pHCM2)
343078_252154,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
343078_253142,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_253155,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_254130,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
343078_254167,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
343078_255118,ERL041834,2,1_1_2_1_1_1_5,3.3.2,82,IncFIB(pHCM2)
343078_255179,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_256106,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
343078_256191,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
343078_257108,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_257189,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_258120,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343078_258177,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
343078_259132,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
343078_259165,ERL041834,2,1_1_2_1_1_1_5,3.3.2.Bd2,82,IncFIB(pHCM2)
343078_260144,CT18,2,1_1_2_1_1_1_5,3.2.2,82,IncX1
343078_260153,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_261141,ST1921-06,2209,1_1_2_1_484_1_5,2.3.3,82,NA
343078_261156,ERL041834,2,1_1_2_1_1_1_5,3.3.2,82,NA
343078_262129,ERL041834,2,1_1_2_1_1_1_5,3.3.2,82,IncFIB(pHCM2)
343078_262168,ST1921-06,2209,1_1_2_1_484_1_5,2.3.3,82,NA
343078_263117,ERL041834,2,1_1_2_1_1_1_5,3.3.2.Bd2,82,NA
343078_263180,ERL041834,2,1_1_2_1_1_1_5,3.3.2.Bd1,82,IncFIB(pHCM2)
343078_264105,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_264192,ERL041834,2,1_1_2_1_1_1_5,3.3.2,82,NA
343078_265109,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343078_265188,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_266121,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_266176,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_267133,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_267164,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
343078_268145,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_268152,ERL041834,2,1_1_2_1_1_1_5,3.3.2.Bd1,82,IncFIB(pHCM2)
343078_269140,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_269157,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
343078_270128,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
343078_270169,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_271116,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
343078_271181,7898,1,1_1_1_1_1_1_5,4.3.1.3,82,NA
343078_272104,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343078_272193,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_273110,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_273187,ERL041834,2,1_1_2_1_1_1_5,3.3.2.Bd2,82,IncFIB(pHCM2)
343078_274122,ERL041834,2,1_1_2_1_1_1_5,2.0.1,82,NA
343078_274175,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_275134,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_275163,ERL041834,2,1_1_2_1_1_1_5,3.3.2.Bd1,82,IncFIB(pHCM2)
343078_276146,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,ColRNAI; IncFIB(K)
343078_276151,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343078_277139,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343078_277158,ERL041834,2,1_1_2_1_1_1_5,3.3.2.Bd1,82,NA
343078_278127,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343078_278170,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_279115,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_279182,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_280103,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
343078_280194,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_281111,CT18,2,1_1_2_1_1_1_5,3.2.2,82,IncX1
343078_281186,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343078_282123,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
343078_282174,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343078_283135,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343078_283162,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_284147,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
343078_284150,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_285138,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_285159,ERL041834,2,1_1_2_1_1_1_5,3.3.2,82,NA
343078_286126,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_286171,ERL041834,2,1_1_2_1_1_1_5,3.3.2,82,NA
343078_287114,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343078_287183,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_288102,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_288195,7898,1,1_1_1_1_1_1_5,4.3.1.3,82,NA
343078_289185,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_291161,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
343078_292149,7898,1,1_1_1_1_1_1_5,4.3.1.3.Bdq,82,IncFIB(K)
343078_293137,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
343078_294125,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
343078_296101,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
22420_1_1_Pak55334_2016,7898,1,1_1_1_1_1_1_5,4.3.1.1.P1,82,IncY
22420_1_2_Pak53977_2016,7898,1,1_1_1_1_1_1_5,4.3.1.1.P1,82,IncY
22420_1_3_Pak55719_2016,7898,1,1_1_1_1_1_1_5,4.3.1.1.P1,82,IncY
22420_1_4_Pak56360_2016,7898,1,1_1_1_1_1_1_5,4.3.1.1.P1,82,IncY
22420_1_5_Pak56690_2016,7898,1,1_1_1_1_1_1_5,4.3.1.1.P1,82,IncY
22420_1_6_Pak59032_2016,7898,1,1_1_1_1_1_1_5,4.3.1.1.P1,82,IncY
22420_1_7_Pak59027_2016,7898,1,1_1_1_1_1_1_5,4.3.1.1.P1,82,IncY
22420_1_8_Pak59711_2016,7898,1,1_1_1_1_1_1_5,4.3.1.1.P1,82,IncY
22420_1_9_Pak59919_2016,7898,1,1_1_1_1_1_1_5,4.3.1.1.P1,82,IncY
22420_1_10_Pak60006_2016,7898,1,1_1_1_1_1_1_5,4.3.1.1.P1,82,IncY
22420_1_11_Pak60086_2016,7898,1,1_1_1_1_1_1_5,4.3.1.1.P1,82,IncY
22420_1_12_Pak60092_2016,7898,1,1_1_1_1_1_1_5,4.3.1.1.P1,82,IncY
22420_1_13_Pak60306_2016,7898,1,1_1_1_1_1_1_5,4.3.1.1.P1,82,IncY
22420_1_14_Pak60352_2016,7898,1,1_1_1_1_1_1_5,4.3.1.1.P1,82,IncY
22420_1_15_Pak0083_2017,7898,1,1_1_1_1_1_1_5,4.3.1.1.P1,82,IncY
22420_1_16_Pak6802_2017,7898,1,1_1_1_1_1_1_5,4.3.1.1.P1,82,IncY
22420_1_17_Pak0416_2017,7898,1,1_1_1_1_1_1_5,4.3.1.1.P1,82,IncY
22420_1_18_Pak0417_2017,7898,1,1_1_1_1_1_1_5,4.3.1.1.P1,82,IncY
22420_1_19_Pak0364_2017,7898,1,1_1_1_1_1_1_5,4.3.1.1.P1,82,IncY
