NAME,REFERENCE,MLST ST (EnteroBase),MLST PROFILE (EnteroBase),GENOTYPHI GENOTYPE,GENOTYPHI SNPs CALLED,Inc Types
10493_1_17_AfricaMDUST152_2012,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,
10493_1_19_PakMDUST156_2012,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,
10493_1_21_IndMDUST159_2012,7898,1,1_1_1_1_1_1_5,4.3.1,82,
10493_1_23_IndMDUST163_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10493_1_14_IndMDUST140_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10493_1_22_UnkMDUST162_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10493_1_24_IndMDUST168_2011,7898,1,1_1_1_1_1_1_5,4.3.1,82,
10493_1_20_NepMDUST157_2012,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10493_1_26_SriLanMDUST174_2011,7898,1,1_1_1_1_1_1_5,4.3.1,82,
10493_1_28_UnkMDUST177_2011,76-1292,2160,1_1_385_3_1_1_5,1.1.4,82,
10493_1_27_PakMDUST175_2011,7898,1,1_1_1_1_1_1_5,4.3.1,82,
10493_1_29_IndMDUST179_2011,CT18,2,1_1_2_1_1_1_5,3.2.2,82,
10493_1_30_IndMDUST183_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,IncFIB(pHCM2)
10493_1_33_IndMDUST201_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10493_1_31_IndMDUST184_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
10493_1_34_BanMDUST202_2010,ERL024120,2,1_1_2_1_1_1_5,2,82,
10493_1_36_BanMDUST204_2010,ERL024120,2,1_1_2_1_1_1_5,2,82,
10493_1_32_IndMDUST194_2011,CT18,2,1_1_2_1_1_1_5,3.2.2,82,
10493_1_39_IndMDUST214_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,IncFIB(pHCM2)
10493_1_38_PakMDUST207_2010,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
10493_1_35_BanMDUST203_2010,ERL024120,2,1_1_2_1_1_1_5,2,82,
10493_1_37_BanMDUST205_2010,ERL024120,2,1_1_2_1_1_1_5,2,82,
10493_1_40_IndMDUST215_2011,H12ESR00755-001A,1,1_1_1_1_1_1_5,3,82,
10493_1_41_IndMDUST220_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,
10493_1_43_BanMDUST232_2010,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
10493_1_44_VieMDUST235_2010,CT18,2,1_1_2_1_1_1_5,3.2.1,82,
10493_1_42_IndoMDUST222_2011,ERL024120,2,1_1_2_1_1_1_5,2.1.5,82,
10493_1_46_IndMDUST244_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10493_1_45_ThaMDUST236_2010,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,
10493_1_47_IndoMDUST246_2011,ERL024120,2,1_1_2_1_1_1_5,2.1,82,
10493_1_49_UnkMDUST261_2011,7898,1,1_1_1_1_1_1_5,4.3.1,82,
10493_1_51_PNGMDUST276_1994,ERL024120,2,1_1_2_1_1_1_5,2.1.7.2,82,
10493_1_48_IndoMDUST250_2010,E02-1180,2,1_1_2_1_1_1_5,0.0.2,82,
10493_1_50_UnkMDUST268_2011,E98-0664_66,2,1_1_2_1_1_1_5,2.5,82,
10493_1_53_PNGMDUST279_2002,ERL024120,2,1_1_2_1_1_1_5,2.1.7.1,82,
10493_1_54_SamMDUST282_2004,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.4,82,
10493_1_56_SamMDUST286_2005,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.4,82,
10493_1_52_PNGMDUST278_2001,ERL024120,2,1_1_2_1_1_1_5,2.1.7.1,82,
10493_1_55_SamMDUST283_2004,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.4,82,
10493_1_58_PNGMDUST288_2007,ERL024120,2,1_1_2_1_1_1_5,2.1.7.1,82,
10493_1_59_SamMDUST289_2008,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.4,82,
10493_1_57_PNGMDUST287_2007,ERL024120,2,1_1_2_1_1_1_5,2.1.7.1,82,
10493_1_62_PNGMDUST296_2010,ERL024120,2,1_1_2_1_1_1_5,2.1.7.1,82,
10493_1_61_SamMDUST292_2008,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.3,82,IncFIB(pHCM2)
10493_1_63_UnkMDUST297_2011,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.3,82,
10493_1_64_PNGMDUST298_1998,ERL024120,2,1_1_2_1_1_1_5,2.1.7.2,82,
10493_1_60_SamMDUST291_2008,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.4,82,
10493_1_65_PNGMDUST299_1998,ERL024120,2,1_1_2_1_1_1_5,2.1.7.2,81,
10493_1_66_PNGMDUST300_1998,ERL024120,2,1_1_2_1_1_1_5,2.1.7.1,82,
10493_1_70_FijMDUST322_1983,ST1921-06,2,1_1_2_1_1_1_5,2.3.5,82,
10493_1_67_IndMDUST301_1988,ERL024120,2,1_1_2_1_1_1_5,2.1.7.1,82,
10493_1_68_PNGMDUST313_1994,ERL024120,2,1_1_2_1_1_1_5,2.1.7.1,82,
10493_1_71_PNGMDUST330_1992,ERL024120,2,1_1_2_1_1_1_5,2.1.7.2,82,
10493_1_69_FijMDUST321_1983,ERL072973,1,1_1_1_1_1_1_5,4.2.1,82,
10493_1_72_PNGMDUST331_1992,ERL024120,2,1_1_2_1_1_1_5,2.1.7.1,82,
10493_1_73_FijMDUST336_1993,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,
10493_1_75_PNGMDUST348_1985,ERL024120,2,1_1_2_1_1_1_5,2.1.7.2,82,
10493_1_77_FijMDUST352_1986,ST1921-06,2,1_1_2_1_1_1_5,2.3.5,82,
10493_1_76_FijMDUST351_1985,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.1,82,
10493_1_74_FijMDUST339_1984,ST1921-06,2,1_1_2_1_1_1_5,2.3.5,82,
10493_1_79_IndMDUST368_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10493_1_78_PNGMDUST358_1996,ERL024120,2,1_1_2_1_1_1_5,2.1.7.2,82,
10493_1_80_IndMDUST383_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
10493_1_83_BanMDUST401_2012,ERL041834,2,1_1_2_1_1_1_5,2.0.1,82,
10493_1_81_IndMDUST388_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
10493_1_82_IndoMDUST389_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10493_1_84_AfgMDUST402_2012,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,
10493_1_85_LebMDUST407_2007,UI4692,2,1_1_2_1_1_1_5,2.2.2,82,
10493_1_86_UnkMDUST415_2012,H12ESR00755-001A,1,1_1_1_1_1_1_5,3,82,
10540_1_4_IndoE03-4983_2003,404Ty,2,1_1_2_1_1_1_5,3.1.2,82,
10540_1_2_Con3592_3_2011,E98-0664_66,2,1_1_2_1_1_1_5,2.5.1,82,IncHI1A--IncHI1B(R27)
10540_1_7_Con3322_3_2011,E98-0664_66,2,1_1_2_1_1_1_5,2.5.1,82,IncHI1A--IncHI1B(R27)
10540_1_5_Con3306_3_2011,E98-0664_66,2,1_1_2_1_1_1_5,2.5.1,82,IncHI1A--IncHI1B(R27)
10540_1_8_Viedn51_1995,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27); p0111
10540_1_9_Viedn17_1995,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_11_Viedtc84_1994,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_14_Viedtc81_1994,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_12_Viedn126_1996,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,p0111
10540_1_10_Viedn40_1995,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_17_Viedtc76_1994,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,
10540_1_15_Viedn192_1996,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_16_Viedn152_1996,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_18_Viedn95_1995,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_20_Viedtc109_1994,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_22_Viedn122_1996,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_19_Viedn182_1996,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_21_Viedn38_1995,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,
10540_1_23_Viedn154_1996,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,p0111
10540_1_26_Viedn174_1996,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,p0111
10540_1_24_Viedn67_1995,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_27_Viedn145_1996,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,p0111
10540_1_29_Viedtc115_1995,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_28_Viedn56_1995,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_30_Viedn113_1996,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,p0111
10540_1_31_Viedn26_1995,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,
10540_1_32_Viedn137_1996,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,p0111
10540_1_34_Viedn178_1996,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,p0111
10540_1_35_Viedn22_1995,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_36_Viedn89_1995,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_39_Viedn21_1995,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_41_Viedn148_1996,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,p0111
10540_1_40_Viedn176_1996,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,
10540_1_38_Viedtc80_1994,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_44_Viedtc57_1994,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_42_Viedn149_1996,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,
10540_1_43_Viedn123_1996,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_46_Viety3-201_1997,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A; IncHI1B(R27)
10540_1_45_Viedtc90_1994,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_47_Viety3-224_1997,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27); p0111
10540_1_49_Viety3-202_1997,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27); p0111
10540_1_50_Viety3-226_1997,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27); p0111
10540_1_48_Viect1-105_1994,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_51_Viect1-107_1994,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_52_Viety3-205_1997,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2); IncHI1A--IncHI1B(R27)
10540_1_54_Vieipt51_1997,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27); p0111
10540_1_53_Viety3-243_1998,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,p0111
10540_1_58_Viety2-173_1995,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_55_Viety3-206_1997,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_57_Viedty1-80_1997,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27); p0111
10540_1_60_Viety3-254_1998,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_61_Viect1-66_1994,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,
10540_1_62_Vieas118_1998,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27); p0111
10540_1_63_Vieipt61_1997,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27); p0111
10540_1_65_Viety3-269_1998,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27); p0111
10540_1_59_Viety3-207_1997,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27); p0111
10540_1_64_Viety3-191_1997,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27); p0111
10540_1_67_Viety3-211_1997,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27); p0111
10540_1_66_Vieas250_1999,7898,1,1_1_1_1_1_1_5,4.3.1.1,81,IncHI1A--IncHI1B(R27)
10540_1_68_Viect1-70_1994,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_70_Viety3-194_1997,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27); p0111
10540_1_73_Viety3-196_1997,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27); p0111
10540_1_74_Viety3-222_1997,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,
10540_1_72_Vieipt83_1998,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_78_Viect1-69_1994,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_76_Viety3-197_1997,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,
10540_1_69_Vieas252_1999,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,
10540_1_82_Vieipt19_1995,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_77_Viety3-213_1997,CT18,2,1_1_2_1_1_1_5,3.2.1,82,
10540_1_79_Vieipt16_1995,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27); p0111
10540_1_88_Viety2-106_1994,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_85_Viety2-105_1994,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_86_Viety2-138_1994,Ty2,1,1_1_1_1_1_1_5,4.1,81,
10540_1_89_Viety2-141_1994,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_90_Viety2-143_1994,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_83_Viety3-199_1997,CT18,2,1_1_2_1_1_1_5,3.2.1,82,
10540_1_91_Viety2-113_1994,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_94_Viety2-154_1994,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_96_Viety2-119_1994,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10540_1_93_Viety2-133_1994,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10541_1_57_ArgST1134_01_2001,ERL024120,2,1_1_2_1_1_1_5,2,82,
10540_1_92_Viety2-116_1994,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10541_1_58_ArgST1197_88_1988,ST1921-06,2,1_1_2_1_1_1_5,2.3.3,82,
10541_1_62_ArgST1625_88_1988,Ty2,1,1_1_1_1_1_1_5,4.1,82,
10541_1_60_ArgST1309_04_2004,ST1921-06,2,1_1_2_1_1_1_5,2.3.3,82,
10541_1_66_ArgST2338_98_1905,ST1921-06,2,1_1_2_1_1_1_5,2.3.3,82,IncX1
10541_1_68_ArgST3090_99_1999,ERL024120,2,1_1_2_1_1_1_5,2,82,
10541_1_71_ArgST472_01_1905,Ty2,1,1_1_1_1_1_1_5,4.1,82,
10541_1_73_ArgST805_02_2002,ST1921-06,2,1_1_2_1_1_1_5,2.3.2,82,IncFIB(pHCM2)
10541_2_2_SudMDUST111_2008,ERL041834,2,1_1_2_1_1_1_5,3.3,82,
10541_1_74_ArgST821_98_1905,Ty2,2359,1_1_1_1_1_1_545,4.1,82,
10541_2_3_SamMDUST114_2009,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.4,82,
10541_1_75_ArgST860_95_1905,ST1921-06,2,1_1_2_1_1_1_5,2.3.2,82,
10541_2_1_PNGMDUST107_2007,ERL024120,2,1_1_2_1_1_1_5,2.1.7.1,82,
10541_2_4_BurMDUST138_2012,ERL041834,2,1_1_2_1_1_1_5,3.3.1,82,
10541_2_5_IndMDUST155_2012,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,
10541_2_6_IndMDUST160_2012,ERL041834,2,1_1_2_1_1_1_5,3.0.2,82,
10541_2_7_IndMDUST164_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10541_2_10_UnkMDUST181_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10541_2_9_IndMDUST180_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10541_2_12_IndoMDUST188_2011,LNT1148,1,1_1_1_1_1_1_5,3,82,
10541_2_11_IndMDUST186_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10541_2_8_EtimorMDUST178_2011,ERL024120,2,1_1_2_1_1_1_5,2.1,82,
10541_2_16_IndMDUST210_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10541_2_15_IndMDUST209_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
10541_2_13_IndMDUST189_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10541_2_14_AustraliaMDUST208_2010,UI4692,2,1_1_2_1_1_1_5,2.2.1,82,
10541_2_17_IndMDUST212_2011,UI4692,2,1_1_2_1_1_1_5,2.2.2,82,
10541_2_19_LebMDUST219_2011,UI4692,2,1_1_2_1_1_1_5,2.2.2,82,
10541_2_18_IndMDUST213_2011,7898,1,1_1_1_1_1_1_5,4.3.1,82,IncFIB(pHCM2)
10541_2_20_IndMDUST224_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10541_2_24_PNGMDUST281_2002,ERL024120,2,1_1_2_1_1_1_5,2.1.7.1,82,
10541_2_22_PNGMDUST277_2001,ERL024120,2,1_1_2_1_1_1_5,2.1.7.1,82,
10541_2_21_IndMDUST225_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10541_2_25_SamMDUST284_2004,Ty2,1,1_1_1_1_1_1_5,4.1,82,
10541_2_29_TonMDUST303_1980,ERL072973,1,1_1_1_1_1_1_5,4.2,82,
10541_2_26_SamMDUST285_2004,Ty2,1,1_1_1_1_1_1_5,4.1,82,
10541_2_27_PNGMDUST293_2009,ERL024120,2,1_1_2_1_1_1_5,2.1.7.1,81,
10541_2_28_NepMDUST294_2010,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10541_2_30_PNGMDUST304_1990,ERL024120,2,1_1_2_1_1_1_5,2.1.7.1,82,
10541_2_32_FijMDUST306_1981,ERL072973,1,1_1_1_1_1_1_5,4.2.1,82,
10541_2_31_PNGMDUST305_1990,ERL024120,2,1_1_2_1_1_1_5,2.1.7.1,82,
10541_2_34_FijMDUST309_1981,ERL072973,1,1_1_1_1_1_1_5,4.2,82,IncP1
10541_2_36_FijMDUST312_1982,ERL072973,1,1_1_1_1_1_1_5,4.2,82,
10541_2_35_FijMDUST311_1982,ERL072973,1,1_1_1_1_1_1_5,4.2,82,
10541_2_37_VanMDUST315_1991,Ty2,1,1_1_1_1_1_1_5,4.1,82,
10541_2_38_FijMDUST316_1982,ERL072973,1,1_1_1_1_1_1_5,4.2,82,
10541_2_39_FijMDUST317_1982,ERL072973,1,1_1_1_1_1_1_5,4.2.1,82,
10541_2_40_FijMDUST318_1982,ERL072973,1,1_1_1_1_1_1_5,4.2,82,
10541_2_41_FijMDUST320_1983,ERL072973,1,1_1_1_1_1_1_5,4.2.1,82,
10541_2_45_PNGMDUST329_1992,ERL024120,2,1_1_2_1_1_1_5,2.1.7.1,82,
10541_2_43_SamMDUST325_1992,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.4,82,
10541_2_42_FijMDUST323_1983,ERL072973,1,1_1_1_1_1_1_5,4.2.1,82,
10541_2_44_FijMDUST327_1992,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,
10541_2_46_PNGMDUST332_1992,ERL024120,2,1_1_2_1_1_1_5,2.1.7.2,82,
10541_2_47_PNGMDUST333_1992,ERL024120,2,1_1_2_1_1_1_5,2.1.7.1,82,
10541_2_48_FijMDUST334_1984,LNT1148,2231,512_1_2_1_1_1_5,3,82,
10541_2_50_FijMDUST341_1993,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,
10541_2_49_FijMDUST340_1993,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,
10541_2_51_FijMDUST342_1993,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,
10541_2_52_FijMDUST344_1985,ERL072973,1,1_1_1_1_1_1_5,4.2.1,82,
10541_2_54_FijMDUST349_1985,ST1921-06,2,1_1_2_1_1_1_5,2.3.5,82,
10541_2_53_PNGMDUST345_1985,ERL024120,2,1_1_2_1_1_1_5,2.1.7.2,82,
10541_2_55_PNGMDUST356_1994,ERL024120,2,1_1_2_1_1_1_5,2.1.7.1,82,
10561_2_1_Nepnp4_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10541_2_56_PNGMDUST360_1998,ERL024120,2,1_1_2_1_1_1_5,2.1.7.1,82,
10561_2_2_Nepnp41_2011,ERL041834,2233,1_478_2_1_1_1_5,3.3.2,82,
10561_2_4_Con3671_3_2011,E98-0664_66,2,1_1_2_1_1_1_5,2.5.1,82,IncHI1A--IncHI1B(R27)
10561_2_3_Nepnp94_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10561_2_8_Nepnp5_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10561_2_5_Con3332_3_2011,E98-0664_66,2,1_1_2_1_1_1_5,2.5.1,82,IncHI1A--IncHI1B(R27)
10561_2_6_Ind113717_2011,7898,1,1_1_1_1_1_1_5,4.3.1,82,
10561_2_9_Nepnp43_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10561_2_10_Nepnp95_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10561_2_12_Nepnp8_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10561_2_13_Nepnp44_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10561_2_15_Nepnp97_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10561_2_16_Con3632_3_2011,E98-0664_66,2,1_1_2_1_1_1_5,2.5.1,82,IncHI1A--IncHI1B(R27)
10561_2_14_Nepnp75_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10561_2_17_Con3139_3_2010,E98-0664_66,2,1_1_2_1_1_1_5,2.5.1,82,IncHI1A--IncHI1B(R27)
10561_2_19_Nepnp11_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10561_2_18_SamH12ESR01052_2012,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.4,82,
10561_2_20_Nepnp99_2011,ERL041834,2233,1_478_2_1_1_1_5,3.3.2,82,
10561_2_23_SamH12ESR01946_2012,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.4,82,
10561_2_24_Viedtc97_1994,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10561_2_21_Con3182_3_2010,E98-0664_66,2,1_1_2_1_1_1_5,2.5.1,82,IncHI1A--IncHI1B(R27)
10561_2_26_Nepnp49_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10561_2_25_Nepnp12_2011,ERL041834,2233,1_478_2_1_1_1_5,3.3.2,82,
10561_2_28_Nepnp101_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,
10561_2_27_Nepnp81_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10561_2_29_Con3157_3_2010,E98-0664_66,2,1_1_2_1_1_1_5,2.5.1,82,IncHI1A--IncHI1B(R27)
10561_2_33_Nepnp83_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10561_2_31_Nepnp13_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10561_2_32_Nepnp50_2011,CT18,2,1_1_2_1_1_1_5,3.2.2,82,
10561_2_34_Nepnp103_2011,UI4692,2,1_1_2_1_1_1_5,2.2,82,
10561_2_36_SamH12ESR04893_2012,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.4,82,IncFIB(pHCM2)
10561_2_35_Con3653_3_2011,E98-0664_66,2,1_1_2_1_1_1_5,2.5.1,82,
10561_2_37_Nepnp16_2011,ERL041834,2233,1_478_2_1_1_1_5,3.3.2,82,
10561_2_39_Nepnp87_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10561_2_38_Nepnp51_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10561_2_43_Viedtc122_1995,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncHI1A--IncHI1B(R27)
10561_2_40_Meast022368_2002,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,
10561_2_42_SamH12ESR04732_2012,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5.4,82,
10561_2_46_Nepnp88_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10561_2_47_Vie150_98_S_1998,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,
10561_2_44_Nepnp22_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10561_2_48_Con3673_3_2011,E98-0664_66,2,1_1_2_1_1_1_5,2.5.1,82,IncHI1A--IncHI1B(R27)
10561_2_50_Nepnp60_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
10561_2_45_Nepnp57_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
